SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
-0.31478,-0.5485,-0.91073,-1.08083,-1.47951,-1.60756,-1.89272,-1.81958,-2.02239,-2.12034,-1.46087,-0.03101,-0.09116,-0.05535,0.00934,-0.18192,-0.29026,-0.42898,-0.53157,-0.18375,-0.6268,0.61997,0.94678,0.63957,0.68174,0.63874,0.59263,0.57195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1902,0.94906,0.79164,0.51796,0.3172,-0.04441,-0.31192,-0.75361,-0.91866,-1.27179,-1.49937,-0.90593,0.37448,0.31037,0.3263,0.37728,0.19554,0.10145,-0.03074,-0.13087,0.18339,-0.26455,0.87493,1.17713,0.89913,0.9312,0.88932,0.84461,0.82237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.57189,-0.3325,-0.43021,-0.50731,-0.67571,-0.79403,-1.01182,-1.14255,-1.38511,-1.44161,-1.58552,-1.74524,-1.31511,-0.25722,-0.2996,-0.276,-0.23165,-0.38337,-0.46722,-0.58218,-0.64128,-0.32894,-0.682,0.3781,0.69562,0.44339,0.48544,0.44948,0.41051,0.39789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.66775,0.32186,0.81263,0.69045,0.61143,0.46217,0.33419,0.13791,-0.02588,-0.33932,-0.54459,-0.83306,-1.03734,-0.6692,0.37923,0.32184,0.33831,0.38102,0.22227,0.14513,0.03208,-0.03807,0.25794,-0.13682,0.86758,1.12452,0.89451,0.91884,0.88903,0.85044,0.83246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.54658,2.01684,1.04481,1.38223,1.2652,1.18885,1.07007,0.95784,0.79709,0.66022,0.34375,0.06239,-0.29115,-0.54877,-0.17973,0.8223,0.7517,0.75951,0.8005,0.64677,0.57691,0.47613,0.39655,0.66439,0.25388,1.17135,1.37835,1.16378,1.177,1.15106,1.11398,1.09622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02594,1.25994,1.83631,0.93537,1.24386,1.14107,1.07974,0.97203,0.87507,0.73497,0.6105,0.32909,0.06044,-0.28646,-0.54183,-0.19564,0.78829,0.72059,0.72696,0.76585,0.61695,0.5513,0.45296,0.37635,0.64667,0.24264,1.14953,1.34958,1.14351,1.15862,1.13102,1.095,1.07856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.99417,-0.54174,0.87815,1.63343,0.7068,1.06654,0.96602,0.90468,0.78952,0.68798,0.54327,0.41689,0.14487,-0.11963,-0.44312,-0.69199,-0.35264,0.66081,0.59386,0.60199,0.64303,0.48906,0.41942,0.31572,0.23712,0.52254,0.12055,1.06697,1.28622,1.0692,1.08687,1.05802,1.02138,1.0052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.20445,-0.96331,-0.58281,0.74738,1.56422,0.63996,1.0061,0.90398,0.84572,0.73018,0.63166,0.48592,0.3631,0.10161,-0.14816,-0.46196,-0.70761,-0.37082,0.62927,0.566,0.57421,0.61404,0.46486,0.39609,0.29472,0.2173,0.50048,0.10542,1.038,1.25071,1.03948,1.05785,1.02891,0.99239,0.97664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.54865,-1.18609,-1.50412,-1.00142,0.38081,1.36161,0.42731,0.82517,0.72947,0.67689,0.55979,0.46434,0.319,0.19715,-0.06013,-0.29657,-0.59526,-0.82574,-0.49309,0.49471,0.43668,0.44663,0.48587,0.34116,0.27196,0.1683,0.094,0.37914,-0.00606,0.93676,1.15872,0.94562,0.96761,0.93734,0.90092,0.88569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.20616,-0.98177,-0.87314,-1.26424,-0.88787,0.37581,1.31961,0.42223,0.81935,0.73233,0.68216,0.57254,0.48193,0.34326,0.22331,-0.02819,-0.26147,-0.55955,-0.79371,-0.45662,0.52362,0.4667,0.47601,0.5142,0.37244,0.30515,0.20293,0.12825,0.41162,0.02585,0.9539,1.17075,0.96667,0.98914,0.9588,0.92263,0.90642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
