SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
-1.71046,-1.68043,-1.87717,-1.69117,-1.16962,-1.25974,-1.70564,-1.85575,-2.02882,-2.06986,-1.47328,-1.03978,-1.03787,-0.98182,-0.74301,-0.96897,-1.03781,-1.20091,-1.12278,-0.19651,-0.55915,-0.05715,0.70672,0.40841,0.33949,0.2094,0.14945,0.32522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.67169,0.98059,0.50724,0.13301,0.14859,0.47939,0.29351,-0.28747,-0.81824,-1.28536,-1.5771,-0.87895,-0.46479,-0.47998,-0.42103,-0.17373,-0.4216,-0.49309,-0.68094,-0.60159,0.30697,-0.08625,0.39057,1.09902,0.80502,0.73097,0.60403,0.54235,0.70443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.42645,0.0583,-0.40171,-0.65419,-0.85929,-0.82402,-0.57082,-0.68705,-1.05545,-1.31443,-1.56289,-1.74561,-1.24546,-0.89028,-0.89659,-0.83994,-0.63617,-0.83378,-0.90056,-1.05148,-0.97455,-0.16184,-0.48722,-0.04082,0.64556,0.38733,0.32351,0.20219,0.15052,0.31089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.92279,-0.44994,0.50305,0.12324,-0.10301,-0.30762,-0.29788,-0.07367,-0.1843,-0.52924,-0.86875,-1.18596,-1.39475,-0.93948,-0.63036,-0.63892,-0.58683,-0.39007,-0.58213,-0.64706,-0.79866,-0.71704,0.04248,-0.26985,0.14466,0.78681,0.54276,0.48045,0.36437,0.31152,0.45849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.65679,1.79889,0.56154,1.24071,0.89164,0.70035,0.51353,0.48819,0.67738,0.56153,0.22925,-0.23656,-0.63609,-0.95531,-0.47331,-0.15996,-0.18343,-0.11978,0.09165,-0.13048,-0.19579,-0.36217,-0.2847,0.49561,0.14609,0.55903,1.16552,0.91774,0.85382,0.7447,0.68726,0.82536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.07274,1.27692,1.4503,0.44514,1.03505,0.74427,0.57828,0.41635,0.39987,0.5869,0.48294,0.18985,-0.22631,-0.61135,-0.92028,-0.47537,-0.17143,-0.20605,-0.14684,0.05865,-0.15034,-0.21079,-0.37123,-0.29675,0.45961,0.12125,0.52424,1.12125,0.88253,0.81946,0.70761,0.65098,0.78858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.75169,-0.40306,0.95007,1.22296,0.23822,0.8609,0.5739,0.40846,0.24388,0.23091,0.41856,0.32036,0.03453,-0.35757,-0.72646,-1.01587,-0.58987,-0.2903,-0.32557,-0.26949,-0.06644,-0.26731,-0.32727,-0.48287,-0.40787,0.34043,0.01009,0.41974,1.03975,0.79549,0.73187,0.61604,0.56012,0.70167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.66772,-0.22527,-0.17036,1.04468,1.34824,0.33277,0.9314,0.63988,0.48063,0.31939,0.30367,0.48803,0.38848,0.10431,-0.28201,-0.66038,-0.9616,-0.53,-0.22699,-0.26374,-0.20404,-0.00215,-0.20332,-0.26303,-0.41917,-0.34442,0.40518,0.07076,0.47773,1.07489,0.83931,0.7783,0.66523,0.60943,0.74653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3053,1.19087,0.45362,0.24472,1.27609,1.54934,0.53386,1.09585,0.79769,0.64321,0.48602,0.46645,0.64762,0.54869,0.26949,-0.12739,-0.51443,-0.83947,-0.40348,-0.10368,-0.13911,-0.0809,0.12091,-0.07982,-0.13938,-0.2976,-0.22545,0.51922,0.18364,0.58461,1.16416,0.93157,0.87191,0.76275,0.70706,0.84093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.21614,0.93037,1.00697,0.39434,0.22397,1.23312,1.53122,0.54911,1.09174,0.80471,0.65744,0.50538,0.48576,0.65967,0.55966,0.28784,-0.10281,-0.49331,-0.81474,-0.37685,-0.08242,-0.12124,-0.05953,0.14442,-0.05894,-0.11679,-0.27534,-0.20352,0.54412,0.20328,0.60103,1.17627,0.94399,0.88675,0.77926,0.72282,0.85455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.08323,1.51646,1.92324,1.78821,1.23924,0.86205,1.68544,1.91531,0.93653,1.43122,1.1357,1.003,0.8638,0.83452,1.00551,0.9032,0.63236,0.22869,-0.19498,-0.56255,-0.1053,0.18843,0.14342,0.2094,0.41518,0.19907,0.13901,-0.02254,0.0464,0.79105,0.44443,0.82692,1.36417,1.13844,1.08207,0.98068,0.92427,1.04809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.45914,2.03921,1.72499,1.97057,1.87266,1.54633,1.21124,1.90347,2.13225,1.17514,1.65423,1.34366,1.22538,1.10113,1.06957,1.23675,1.14088,0.88313,0.48285,0.04864,-0.34464,0.11977,0.39842,0.35297,0.41998,0.61589,0.40044,0.33988,0.18488,0.24636,0.95304,0.61907,0.9753,1.46913,1.25958,1.20775,1.11304,1.05812,1.17343,NA,NA,NA,NA,NA,NA,NA,NA,NA
