"Station Name","REGINA GILMOUR"
"Province","SASKATCHEWAN"
"Latitude","50.57"
"Longitude","-104.83"
"Elevation","556.30"
"Climate Identifier","4016651"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"NA","Data for this day has undergone only preliminary quality checking"
"x","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (degC)","Max Temp Flag","Min Temp (degC)","Min Temp Flag","Mean Temp (degC)","Mean Temp Flag","Heat Deg Days (degC)","Heat Deg Days Flag","Cool Deg Days (degC)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2009-08-05","2009","08","05","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-06","2009","08","06","NA","","","","","","","","","","","8.0","","0.0","","8.0","","0","","","","",""
"2009-08-07","2009","08","07","NA","","","","","","","","","","","3.0","","0.0","","3.0","","0","","","","",""
"2009-08-08","2009","08","08","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-09","2009","08","09","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-10","2009","08","10","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-11","2009","08","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-12","2009","08","12","NA","","","","","","","","","","","0.6","","0.0","","0.6","","0","","","","",""
"2009-08-13","2009","08","13","NA","","","","","","","","","","","0.8","","0.0","","0.8","","0","","","","",""
"2009-08-14","2009","08","14","NA","","","","","","","","","","","30.0","","0.0","","30.0","","0","","","","",""
"2009-08-15","2009","08","15","NA","","","","","","","","","","","1.0","","0.0","","1.0","","0","","","","",""
"2009-08-16","2009","08","16","NA","","","","","","","","","","","6.0","","0.0","","6.0","","0","","","","",""
"2009-08-17","2009","08","17","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-18","2009","08","18","NA","","","","","","","","","","","2.2","","0.0","","2.2","","0","","","","",""
"2009-08-19","2009","08","19","NA","","","","","","","","","","","2.2","","0.0","","2.2","","0","","","","",""
"2009-08-20","2009","08","20","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-21","2009","08","21","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-22","2009","08","22","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-23","2009","08","23","NA","","","","","","","","","","","3.8","","0.0","","3.8","","0","","","","",""
"2009-08-24","2009","08","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-25","2009","08","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-26","2009","08","26","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-27","2009","08","27","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-28","2009","08","28","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-29","2009","08","29","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-30","2009","08","30","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-08-31","2009","08","31","NA","","","","","","","","","","","101.0","","0.0","","101.0","","0","","","","",""
"2009-09-01","2009","09","01","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-02","2009","09","02","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-03","2009","09","03","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-04","2009","09","04","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-05","2009","09","05","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-06","2009","09","06","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-07","2009","09","07","NA","","","","","","","","","","","0.2","","0.0","","0.2","","0","","","","",""
"2009-09-08","2009","09","08","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-09","2009","09","09","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-10","2009","09","10","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-11","2009","09","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-12","2009","09","12","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-13","2009","09","13","NA","","","","","","","","","","","14.6","","0.0","","14.6","","0","","","","",""
"2009-09-14","2009","09","14","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-15","2009","09","15","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-16","2009","09","16","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-17","2009","09","17","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-18","2009","09","18","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-19","2009","09","19","NA","","","","","","","","","","","","","","","","","0","","","","",""
"2009-09-20","2009","09","20","NA","","","","","","","","","","","29.0","","0.0","","29.0","","","","","","",""
"2009-09-21","2009","09","21","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-22","2009","09","22","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-23","2009","09","23","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-24","2009","09","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-25","2009","09","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-26","2009","09","26","NA","","","","","","","","","","","0.1","","0.0","","0.1","","0","","","","",""
"2009-09-27","2009","09","27","NA","","","","","","","","","","","0.2","","0.0","","0.2","","0","","","","",""
"2009-09-28","2009","09","28","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-29","2009","09","29","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-09-30","2009","09","30","NA","","","","","","","","","","","18.0","","0.0","","18.0","","0","","","","",""
"2009-10-01","2009","10","01","NA","","","","","","","","","","","24.0","","0.0","","24.0","","0","","","","",""
"2009-10-02","2009","10","02","NA","","","","","","","","","","","2.2","","0.0","","2.2","","0","","","","",""
"2009-10-03","2009","10","03","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-10-04","2009","10","04","NA","","","","","","","","","","","1.2","","0.0","","1.2","","0","","","","",""
"2009-10-05","2009","10","05","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-10-06","2009","10","06","NA","","","","","","","","","","","10.2","","0.0","","10.2","","0","","","","",""
"2009-10-07","2009","10","07","NA","","","","","","","","","","","1.0","","0.0","","1.0","","0","","","","",""
"2009-10-08","2009","10","08","NA","","","","","","","","","","","0.0","","0.1","","0.1","","0","","","","",""
"2009-10-09","2009","10","09","NA","","","","","","","","","","","0.0","","0.1","","0.1","","0","","","","",""
"2009-10-10","2009","10","10","NA","","","","","","","","","","","0.0","","0.1","","0.1","","1","","","","",""
"2009-10-11","2009","10","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","1","","","","",""
"2009-10-12","2009","10","12","NA","","","","","","","","","","","0.0","","0.0","","0.0","","1","","","","",""
"2009-10-13","2009","10","13","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-10-14","2009","10","14","NA","","","","","","","","","","","0.0","","2.0","","2.0","","0","","","","",""
"2009-10-15","2009","10","15","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2009-10-16","2009","10","16","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-10-17","2009","10","17","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-10-18","2009","10","18","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-10-19","2009","10","19","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-10-20","2009","10","20","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-10-21","2009","10","21","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-10-22","2009","10","22","NA","","","","","","","","","","","0.1","","0.0","","0.1","","0","","","","",""
"2009-10-23","2009","10","23","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-10-24","2009","10","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-10-25","2009","10","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-10-26","2009","10","26","NA","","","","","","","","","","","2.0","","0.0","","2.0","","0","","","","",""
"2009-10-27","2009","10","27","NA","","","","","","","","","","","8.4","","0.1","","8.5","","0","","","","",""
"2009-10-28","2009","10","28","NA","","","","","","","","","","","0.0","","0.1","","0.1","","0","","","","",""
"2009-10-29","2009","10","29","NA","","","","","","","","","","","0.0","","2.0","","2.0","","0","","","","",""
"2009-10-30","2009","10","30","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2009-10-31","2009","10","31","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-01","2009","11","01","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-02","2009","11","02","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-03","2009","11","03","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-04","2009","11","04","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-05","2009","11","05","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-06","2009","11","06","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-07","2009","11","07","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-08","2009","11","08","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-09","2009","11","09","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-10","2009","11","10","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-11","2009","11","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-12","2009","11","12","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-13","2009","11","13","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-14","2009","11","14","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-15","2009","11","15","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-16","2009","11","16","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-17","2009","11","17","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-18","2009","11","18","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-19","2009","11","19","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-20","2009","11","20","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-21","2009","11","21","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-22","2009","11","22","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-23","2009","11","23","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-24","2009","11","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-25","2009","11","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-26","2009","11","26","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2009-11-27","2009","11","27","NA","","","","","","","","","","","0.0","","0.1","","0.1","","0","","","","",""
"2009-11-28","2009","11","28","NA","","","","","","","","","","","0.0","","0.0","","0.0","","1","","","","",""
"2009-11-29","2009","11","29","NA","","","","","","","","","","","0.0","","0.0","","0.0","","1","","","","",""
"2009-11-30","2009","11","30","NA","","","","","","","","","","","0.0","","8.0","","8.0","","1","","","","",""
"2009-12-01","2009","12","01","NA","","","","","","","","","","","0.0","","0.1","","0.1","","8","","","","",""
"2009-12-02","2009","12","02","NA","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2009-12-03","2009","12","03","NA","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2009-12-04","2009","12","04","NA","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2009-12-05","2009","12","05","NA","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2009-12-06","2009","12","06","NA","","","","","","","","","","","0.0","","0.1","","0.1","","8","","","","",""
"2009-12-07","2009","12","07","NA","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2009-12-08","2009","12","08","NA","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2009-12-09","2009","12","09","NA","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2009-12-10","2009","12","10","NA","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2009-12-11","2009","12","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2009-12-12","2009","12","12","NA","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2009-12-13","2009","12","13","NA","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2009-12-14","2009","12","14","NA","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2009-12-15","2009","12","15","NA","","","","","","","","","","","0.0","","1.0","","1.0","","8","","","","",""
"2009-12-16","2009","12","16","NA","","","","","","","","","","","0.0","","0.0","","0.0","","9","","","","",""
"2009-12-17","2009","12","17","NA","","","","","","","","","","","0.0","","0.0","","0.0","","9","","","","",""
"2009-12-18","2009","12","18","NA","","","","","","","","","","","0.0","","0.0","","0.0","","9","","","","",""
"2009-12-19","2009","12","19","NA","","","","","","","","","","","0.0","","0.0","","0.0","","9","","","","",""
"2009-12-20","2009","12","20","NA","","","","","","","","","","","0.0","","0.0","","0.0","","9","","","","",""
"2009-12-21","2009","12","21","NA","","","","","","","","","","","0.0","","0.0","","0.0","","9","","","","",""
"2009-12-22","2009","12","22","NA","","","","","","","","","","","0.0","","6.0","","6.0","","9","","","","",""
"2009-12-23","2009","12","23","NA","","","","","","","","","","","0.0","","10.0","","10.0","","15","","","","",""
"2009-12-24","2009","12","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","25","","","","",""
"2009-12-25","2009","12","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","25","","","","",""
"2009-12-26","2009","12","26","NA","","","","","","","","","","","0.0","","0.0","","0.0","","25","","","","",""
"2009-12-27","2009","12","27","NA","","","","","","","","","","","0.0","","0.0","","0.0","","25","","","","",""
"2009-12-28","2009","12","28","NA","","","","","","","","","","","0.0","","0.0","","0.0","","25","","","","",""
"2009-12-29","2009","12","29","NA","","","","","","","","","","","0.0","","0.0","","0.0","","25","","","","",""
"2009-12-30","2009","12","30","NA","","","","","","","","","","","0.0","","0.0","","0.0","","25","","","","",""
"2009-12-31","2009","12","31","NA","","","","","","","","","","","0.0","","0.0","","0.0","","25","","","","",""
