"Station Name","REGINA GILMOUR"
"Province","SASKATCHEWAN"
"Latitude","50.57"
"Longitude","-104.83"
"Elevation","556.30"
"Climate Identifier","4016651"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"NA","Data for this day has undergone only preliminary quality checking"
"x","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (degC)","Max Temp Flag","Min Temp (degC)","Min Temp Flag","Mean Temp (degC)","Mean Temp Flag","Heat Deg Days (degC)","Heat Deg Days Flag","Cool Deg Days (degC)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2011-01-21","2011","01","21","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","39","","","","",""
"2011-01-22","2011","01","22","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","T","","","",""
"2011-01-23","2011","01","23","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","39","","","","",""
"2011-01-24","2011","01","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","T","","","",""
"2011-01-25","2011","01","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","39","","","","",""
"2011-01-26","2011","01","26","NA","","","","","","","","","","","0.0","","0.0","","0.0","","39","","","","",""
"2011-01-27","2011","01","27","NA","","","","","","","","","","","0.0","","0.0","","0.0","","39","","","","",""
"2011-01-28","2011","01","28","NA","","","","","","","","","","","0.0","","0.0","","0.0","","39","","","","",""
"2011-01-29","2011","01","29","NA","","","","","","","","","","","0.0","","0.0","","0.0","","39","","","","",""
"2011-01-30","2011","01","30","NA","","","","","","","","","","","0.0","","2.0","","2.0","","39","","","","",""
"2011-01-31","2011","01","31","NA","","","","","","","","","","","0.0","","0.0","","0.0","","41","","","","",""
"2011-02-01","2011","02","01","NA","","","","","","","","","","","0.0","","0.0","","0.0","","41","","","","",""
"2011-02-02","2011","02","02","NA","","","","","","","","","","","0.0","","0.0","","0.0","","41","","","","",""
"2011-02-03","2011","02","03","NA","","","","","","","","","","","0.0","","0.0","","0.0","","41","","","","",""
"2011-02-04","2011","02","04","NA","","","","","","","","","","","0.0","","0.0","","0.0","","40","","","","",""
"2011-02-05","2011","02","05","NA","","","","","","","","","","","0.0","T","0.0","T","0.0","T","40","","","","",""
"2011-02-06","2011","02","06","NA","","","","","","","","","","","0.0","","0.0","","0.0","","40","","","","",""
"2011-02-07","2011","02","07","NA","","","","","","","","","","","0.0","","0.0","","0.0","","40","","","","",""
"2011-02-08","2011","02","08","NA","","","","","","","","","","","0.0","","0.0","","0.0","","40","","","","",""
"2011-02-09","2011","02","09","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","40","","","","",""
"2011-02-10","2011","02","10","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","T","","","",""
"2011-02-11","2011","02","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","40","","","","",""
"2011-02-12","2011","02","12","NA","","","","","","","","","","","0.0","","0.0","","0.0","","40","","","","",""
"2011-02-13","2011","02","13","NA","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2011-02-14","2011","02","14","NA","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2011-02-15","2011","02","15","NA","","","","","","","","","","","0.0","","0.0","","0.0","","34","","","","",""
"2011-02-16","2011","02","16","NA","","","","","","","","","","","0.0","T","2.0","","2.0","","34","","","","",""
"2011-02-17","2011","02","17","NA","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2011-02-18","2011","02","18","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","36","","","","",""
"2011-02-19","2011","02","19","NA","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2011-02-20","2011","02","20","NA","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2011-02-21","2011","02","21","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","36","","","","",""
"2011-02-22","2011","02","22","NA","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2011-02-23","2011","02","23","NA","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2011-02-24","2011","02","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2011-02-25","2011","02","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2011-02-26","2011","02","26","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","36","","","","",""
"2011-02-27","2011","02","27","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","T","","","",""
"2011-02-28","2011","02","28","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","35","","","","",""
"2011-03-01","2011","03","01","NA","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2011-03-02","2011","03","02","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","36","","","","",""
"2011-03-03","2011","03","03","NA","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2011-03-04","2011","03","04","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","36","","","","",""
"2011-03-05","2011","03","05","NA","","","","","","","","","","","0.0","","1.0","","1.0","","36","","","","",""
"2011-03-06","2011","03","06","NA","","","","","","","","","","","0.0","","0.0","","0.0","","37","","","","",""
"2011-03-07","2011","03","07","NA","","","","","","","","","","","0.0","","0.0","","0.0","","37","","","","",""
"2011-03-08","2011","03","08","NA","","","","","","","","","","","0.0","","0.0","","0.0","","37","","","","",""
"2011-03-09","2011","03","09","NA","","","","","","","","","","","0.0","","0.0","","0.0","","37","","","","",""
"2011-03-10","2011","03","10","NA","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2011-03-11","2011","03","11","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","36","","","","",""
"2011-03-12","2011","03","12","NA","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2011-03-13","2011","03","13","NA","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2011-03-14","2011","03","14","NA","","","","","","","","","","","0.0","","0.0","","0.0","","33","","","","",""
"2011-03-15","2011","03","15","NA","","","","","","","","","","","0.0","","0.0","","0.0","","33","","","","",""
"2011-03-16","2011","03","16","NA","","","","","","","","","","","","","","","","","28","","","","",""
"2011-03-17","2011","03","17","","","","","","","","","","","","","","","","","","","","","","",""
"2011-03-18","2011","03","18","","","","","","","","","","","","","","","","","","","","","","",""
"2011-03-19","2011","03","19","","","","","","","","","","","","","","","","","","","","","","",""
"2011-03-20","2011","03","20","","","","","","","","","","","","","","","","","","","","","","",""
"2011-03-21","2011","03","21","","","","","","","","","","","","","","","","","","","","","","",""
"2011-03-22","2011","03","22","","","","","","","","","","","","","","","","","","","","","","",""
"2011-03-23","2011","03","23","","","","","","","","","","","","","","","","","","","","","","",""
"2011-03-24","2011","03","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","","","","","",""
"2011-03-25","2011","03","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","30","","","","",""
"2011-03-26","2011","03","26","NA","","","","","","","","","","","0.0","","0.0","","0.0","","30","","","","",""
"2011-03-27","2011","03","27","NA","","","","","","","","","","","0.0","","0.0","","0.0","","30","","","","",""
"2011-03-28","2011","03","28","NA","","","","","","","","","","","0.0","","0.0","","0.0","","30","","","","",""
"2011-03-29","2011","03","29","NA","","","","","","","","","","","0.0","","0.0","","0.0","","30","","","","",""
"2011-03-30","2011","03","30","NA","","","","","","","","","","","0.0","","0.0","","0.0","","30","","","","",""
"2011-03-31","2011","03","31","NA","","","","","","","","","","","0.0","","0.0","","0.0","","28","","","","",""
"2011-04-01","2011","04","01","NA","","","","","","","","","","","0.0","","0.0","","0.0","","26","","","","",""
"2011-04-02","2011","04","02","NA","","","","","","","","","","","0.0","","4.0","","4.0","","25","","","","",""
"2011-04-03","2011","04","03","NA","","","","","","","","","","","0.0","","0.0","","0.0","","29","","","","",""
"2011-04-04","2011","04","04","NA","","","","","","","","","","","0.0","","0.0","","0.0","","25","","","","",""
"2011-04-05","2011","04","05","NA","","","","","","","","","","","0.0","","0.0","","0.0","","24","","","","",""
"2011-04-06","2011","04","06","NA","","","","","","","","","","","0.0","","0.0","","0.0","","23","","","","",""
"2011-04-07","2011","04","07","NA","","","","","","","","","","","0.0","","0.0","","0.0","","15","","","","",""
"2011-04-08","2011","04","08","NA","","","","","","","","","","","0.0","","0.0","","0.0","","14","","","","",""
"2011-04-09","2011","04","09","NA","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2011-04-10","2011","04","10","NA","","","","","","","","","","","0.0","","0.0","","0.0","","4","","","","",""
"2011-04-11","2011","04","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-04-12","2011","04","12","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-04-13","2011","04","13","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-04-14","2011","04","14","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"2011-04-15","2011","04","15","NA","","","","","","","","","","","0.0","","6.0","","6.0","","0","","","","",""
"2011-04-16","2011","04","16","NA","","","","","","","","","","","0.0","","0.0","","0.0","","6","","","","",""
"2011-04-17","2011","04","17","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","T","","","",""
"2011-04-18","2011","04","18","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-04-19","2011","04","19","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"2011-04-20","2011","04","20","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-04-21","2011","04","21","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-04-22","2011","04","22","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-04-23","2011","04","23","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-04-24","2011","04","24","NA","","","","","","","","","","","","","","","","","0","","","","",""
"2011-04-25","2011","04","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","","","","","",""
"2011-04-26","2011","04","26","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-04-27","2011","04","27","NA","","","","","","","","","","","0.8","","0.0","","0.8","","0","","","","",""
"2011-04-28","2011","04","28","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-04-29","2011","04","29","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-04-30","2011","04","30","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-01","2011","05","01","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-02","2011","05","02","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-03","2011","05","03","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-04","2011","05","04","NA","","","","","","","","","","","1.0","","0.0","","1.0","","0","","","","",""
"2011-05-05","2011","05","05","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-06","2011","05","06","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-07","2011","05","07","NA","","","","","","","","","","","9.6","","0.0","","9.6","","0","","","","",""
"2011-05-08","2011","05","08","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-09","2011","05","09","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-10","2011","05","10","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-11","2011","05","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-12","2011","05","12","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-13","2011","05","13","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-14","2011","05","14","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-15","2011","05","15","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-16","2011","05","16","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-17","2011","05","17","NA","","","","","","","","","","","1.8","","0.0","","1.8","","0","","","","",""
"2011-05-18","2011","05","18","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-19","2011","05","19","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-20","2011","05","20","NA","","","","","","","","","","","2.0","","0.0","","2.0","","0","","","","",""
"2011-05-21","2011","05","21","NA","","","","","","","","","","","1.0","","0.0","","1.0","","0","","","","",""
"2011-05-22","2011","05","22","NA","","","","","","","","","","","4.4","","0.0","","4.4","","0","","","","",""
"2011-05-23","2011","05","23","NA","","","","","","","","","","","3.2","","0.0","","3.2","","0","","","","",""
"2011-05-24","2011","05","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-25","2011","05","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-26","2011","05","26","NA","","","","","","","","","","","3.6","","0.0","","3.6","","0","","","","",""
"2011-05-27","2011","05","27","NA","","","","","","","","","","","16.6","","0.0","","16.6","","0","","","","",""
"2011-05-28","2011","05","28","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-29","2011","05","29","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-05-30","2011","05","30","NA","","","","","","","","","","","6.8","","0.0","","6.8","","0","","","","",""
"2011-05-31","2011","05","31","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-06-01","2011","06","01","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-06-02","2011","06","02","NA","","","","","","","","","","","0.0","T","0.0","","0.0","T","0","","","","",""
"2011-06-03","2011","06","03","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-06-04","2011","06","04","NA","","","","","","","","","","","18.8","","0.0","","18.8","","0","","","","",""
"2011-06-05","2011","06","05","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-06-06","2011","06","06","NA","","","","","","","","","","","3.0","","0.0","","3.0","","0","","","","",""
"2011-06-07","2011","06","07","NA","","","","","","","","","","","3.2","","0.0","","3.2","","0","","","","",""
"2011-06-08","2011","06","08","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-06-09","2011","06","09","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-06-10","2011","06","10","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-06-11","2011","06","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-06-12","2011","06","12","NA","","","","","","","","","","","10.0","","0.0","","10.0","","0","","","","",""
"2011-06-13","2011","06","13","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-06-14","2011","06","14","NA","","","","","","","","","","","1.0","","0.0","","1.0","","0","","","","",""
"2011-06-15","2011","06","15","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-06-16","2011","06","16","NA","","","","","","","","","","","11.8","","0.0","","11.8","","0","","","","",""
"2011-06-17","2011","06","17","NA","","","","","","","","","","","34.0","","0.0","","34.0","","0","","","","",""
"2011-06-18","2011","06","18","NA","","","","","","","","","","","1.6","","0.0","","1.6","","0","","","","",""
"2011-06-19","2011","06","19","NA","","","","","","","","","","","11.4","","0.0","","11.4","","0","","","","",""
"2011-06-20","2011","06","20","NA","","","","","","","","","","","9.0","","0.0","","9.0","","0","","","","",""
"2011-06-21","2011","06","21","NA","","","","","","","","","","","2.0","","0.0","","2.0","","0","","","","",""
"2011-06-22","2011","06","22","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-06-23","2011","06","23","NA","","","","","","","","","","","0.0","T","0.0","","0.0","T","0","","","","",""
"2011-06-24","2011","06","24","NA","","","","","","","","","","","","","","","","","0","","","","",""
"2011-06-25","2011","06","25","","","","","","","","","","","","","","","","","","","","","","",""
"2011-06-26","2011","06","26","NA","","","","","","","","","","","0.0","T","0.0","","0.0","T","","","","","",""
"2011-06-27","2011","06","27","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-06-28","2011","06","28","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-06-29","2011","06","29","NA","","","","","","","","","","","8.4","","0.0","","8.4","","0","","","","",""
"2011-06-30","2011","06","30","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-01","2011","07","01","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-02","2011","07","02","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-03","2011","07","03","NA","","","","","","","","","","","3.0","","0.0","","3.0","","0","","","","",""
"2011-07-04","2011","07","04","NA","","","","","","","","","","","2.6","","0.0","","2.6","","0","","","","",""
"2011-07-05","2011","07","05","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-06","2011","07","06","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-07","2011","07","07","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-08","2011","07","08","NA","","","","","","","","","","","1.6","","0.0","","1.6","","0","","","","",""
"2011-07-09","2011","07","09","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-10","2011","07","10","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-11","2011","07","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-12","2011","07","12","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-13","2011","07","13","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-14","2011","07","14","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-15","2011","07","15","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-16","2011","07","16","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-17","2011","07","17","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-18","2011","07","18","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-19","2011","07","19","NA","","","","","","","","","","","25.3","","0.0","","25.3","","0","","","","",""
"2011-07-20","2011","07","20","NA","","","","","","","","","","","2.4","","0.0","","2.4","","0","","","","",""
"2011-07-21","2011","07","21","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-22","2011","07","22","NA","","","","","","","","","","","1.0","","0.0","","1.0","","0","","","","",""
"2011-07-23","2011","07","23","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-24","2011","07","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-25","2011","07","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-26","2011","07","26","NA","","","","","","","","","","","3.2","","0.0","","3.2","","0","","","","",""
"2011-07-27","2011","07","27","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-28","2011","07","28","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-29","2011","07","29","NA","","","","","","","","","","","4.6","","0.0","","4.6","","0","","","","",""
"2011-07-30","2011","07","30","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-07-31","2011","07","31","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-01","2011","08","01","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-02","2011","08","02","NA","","","","","","","","","","","0.0","T","0.0","","0.0","T","0","","","","",""
"2011-08-03","2011","08","03","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-04","2011","08","04","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-05","2011","08","05","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-06","2011","08","06","NA","","","","","","","","","","","18.6","","0.0","","18.6","","0","","","","",""
"2011-08-07","2011","08","07","NA","","","","","","","","","","","0.0","T","0.0","","0.0","T","0","","","","",""
"2011-08-08","2011","08","08","NA","","","","","","","","","","","0.6","","0.0","","0.6","","0","","","","",""
"2011-08-09","2011","08","09","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-10","2011","08","10","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-11","2011","08","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-12","2011","08","12","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-13","2011","08","13","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-14","2011","08","14","NA","","","","","","","","","","","2.0","","0.0","","2.0","","0","","","","",""
"2011-08-15","2011","08","15","NA","","","","","","","","","","","1.2","","0.0","","1.2","","0","","","","",""
"2011-08-16","2011","08","16","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-17","2011","08","17","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-18","2011","08","18","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-19","2011","08","19","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-20","2011","08","20","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-21","2011","08","21","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-22","2011","08","22","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-23","2011","08","23","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-24","2011","08","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-25","2011","08","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-26","2011","08","26","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-27","2011","08","27","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-28","2011","08","28","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-29","2011","08","29","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-30","2011","08","30","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-08-31","2011","08","31","NA","","","","","","","","","","","10.0","","0.0","","10.0","","0","","","","",""
"2011-09-01","2011","09","01","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-02","2011","09","02","NA","","","","","","","","","","","1.4","","0.0","","1.4","","0","","","","",""
"2011-09-03","2011","09","03","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-04","2011","09","04","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-05","2011","09","05","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-06","2011","09","06","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-07","2011","09","07","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-08","2011","09","08","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-09","2011","09","09","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
