"Station Name","REGINA GILMOUR"
"Province","SASKATCHEWAN"
"Latitude","50.57"
"Longitude","-104.83"
"Elevation","556.30"
"Climate Identifier","4016651"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"NA","Data for this day has undergone only preliminary quality checking"
"x","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (degC)","Max Temp Flag","Min Temp (degC)","Min Temp Flag","Mean Temp (degC)","Mean Temp Flag","Heat Deg Days (degC)","Heat Deg Days Flag","Cool Deg Days (degC)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2011-09-10","2011","09","10","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-11","2011","09","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-12","2011","09","12","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-13","2011","09","13","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-14","2011","09","14","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-15","2011","09","15","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-16","2011","09","16","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-17","2011","09","17","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-18","2011","09","18","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-19","2011","09","19","NA","","","","","","","","","","","10.4","","0.0","","10.4","","0","","","","",""
"2011-09-20","2011","09","20","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-21","2011","09","21","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-22","2011","09","22","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-23","2011","09","23","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-24","2011","09","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-25","2011","09","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-26","2011","09","26","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-27","2011","09","27","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-28","2011","09","28","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-29","2011","09","29","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-09-30","2011","09","30","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-01","2011","10","01","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-02","2011","10","02","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-03","2011","10","03","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-04","2011","10","04","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-05","2011","10","05","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-06","2011","10","06","NA","","","","","","","","","","","2.8","","0.0","","2.8","","0","","","","",""
"2011-10-07","2011","10","07","NA","","","","","","","","","","","18.6","","0.0","","18.6","","0","","","","",""
"2011-10-08","2011","10","08","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-09","2011","10","09","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-10","2011","10","10","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-11","2011","10","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-12","2011","10","12","NA","","","","","","","","","","","1.2","","0.0","","1.2","","0","","","","",""
"2011-10-13","2011","10","13","NA","","","","","","","","","","","2.6","","0.0","","2.6","","0","","","","",""
"2011-10-14","2011","10","14","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-15","2011","10","15","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-16","2011","10","16","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-17","2011","10","17","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-18","2011","10","18","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-19","2011","10","19","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-20","2011","10","20","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-21","2011","10","21","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-22","2011","10","22","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-23","2011","10","23","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-24","2011","10","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-25","2011","10","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-26","2011","10","26","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-27","2011","10","27","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-28","2011","10","28","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-29","2011","10","29","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-30","2011","10","30","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-10-31","2011","10","31","NA","","","","","","","","","","","0.0","T","0.0","","0.0","T","0","","","","",""
"2011-11-01","2011","11","01","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-11-02","2011","11","02","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-11-03","2011","11","03","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-11-04","2011","11","04","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-11-05","2011","11","05","NA","","","","","","","","","","","0.0","","10.0","","10.0","","0","","","","",""
"2011-11-06","2011","11","06","NA","","","","","","","","","","","0.0","","3.0","","3.0","","10","","","","",""
"2011-11-07","2011","11","07","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-11-08","2011","11","08","NA","","","","","","","","","","","","","","","","","11","","","","",""
"2011-11-09","2011","11","09","NA","","","","","","","","","","","0.0","","0.0","","0.0","","","","","","",""
"2011-11-10","2011","11","10","NA","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2011-11-11","2011","11","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","7","","","","",""
"2011-11-12","2011","11","12","NA","","","","","","","","","","","0.0","","0.0","","0.0","","7","","","","",""
"2011-11-13","2011","11","13","NA","","","","","","","","","","","","","","","","","7","","","","",""
"2011-11-14","2011","11","14","NA","","","","","","","","","","","0.0","","0.0","","0.0","","","","","","",""
"2011-11-15","2011","11","15","NA","","","","","","","","","","","0.0","","0.0","","0.0","","7","","","","",""
"2011-11-16","2011","11","16","NA","","","","","","","","","","","0.0","","0.0","","0.0","","7","","","","",""
"2011-11-17","2011","11","17","NA","","","","","","","","","","","0.0","","7.0","","7.0","","7","","","","",""
"2011-11-18","2011","11","18","NA","","","","","","","","","","","0.0","","0.0","","0.0","","14","","","","",""
"2011-11-19","2011","11","19","NA","","","","","","","","","","","0.0","","0.0","","0.0","","14","","","","",""
"2011-11-20","2011","11","20","NA","","","","","","","","","","","0.0","","0.0","","0.0","","14","","","","",""
"2011-11-21","2011","11","21","NA","","","","","","","","","","","0.0","","0.0","","0.0","","14","","","","",""
"2011-11-22","2011","11","22","NA","","","","","","","","","","","0.0","","0.0","","0.0","","14","","","","",""
"2011-11-23","2011","11","23","NA","","","","","","","","","","","0.0","","0.0","","0.0","","7","","","","",""
"2011-11-24","2011","11","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","7","","","","",""
"2011-11-25","2011","11","25","NA","","","","","","","","","","","0.0","","0.0","","0.0","","7","","","","",""
"2011-11-26","2011","11","26","NA","","","","","","","","","","","0.0","","0.0","","0.0","","5","","","","",""
"2011-11-27","2011","11","27","NA","","","","","","","","","","","0.0","","0.0","","0.0","","5","","","","",""
"2011-11-28","2011","11","28","NA","","","","","","","","","","","0.0","","0.0","","0.0","","3","","","","",""
"2011-11-29","2011","11","29","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-11-30","2011","11","30","NA","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2011-12-01","2011","12","01","NA","","","","","","","","","","","0.0","","3.0","","3.0","","0","","","","",""
"2011-12-02","2011","12","02","NA","","","","","","","","","","","0.0","","0.0","","0.0","","3","","","","",""
"2011-12-03","2011","12","03","NA","","","","","","","","","","","0.0","","0.0","T","0.0","T","1","","","","",""
"2011-12-04","2011","12","04","NA","","","","","","","","","","","0.0","","1.0","","1.0","","1","","","","",""
"2011-12-05","2011","12","05","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2011-12-06","2011","12","06","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2011-12-07","2011","12","07","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2011-12-08","2011","12","08","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2011-12-09","2011","12","09","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2011-12-10","2011","12","10","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2011-12-11","2011","12","11","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2011-12-12","2011","12","12","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2011-12-13","2011","12","13","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2011-12-14","2011","12","14","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2011-12-15","2011","12","15","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2011-12-16","2011","12","16","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2011-12-17","2011","12","17","NA","","","","","","","","","","","0.0","","0.0","","0.0","","2","","","","",""
"2011-12-18","2011","12","18","NA","","","","","","","","","","","0.0","","1.0","","1.0","","2","","","","",""
"2011-12-19","2011","12","19","NA","","","","","","","","","","","0.0","","0.0","","0.0","","3","","","","",""
"2011-12-20","2011","12","20","NA","","","","","","","","","","","0.0","","0.0","","0.0","","3","","","","",""
"2011-12-21","2011","12","21","NA","","","","","","","","","","","0.0","","0.0","","0.0","","3","","","","",""
"2011-12-22","2011","12","22","NA","","","","","","","","","","","0.0","","0.0","","0.0","","3","","","","",""
"2011-12-23","2011","12","23","NA","","","","","","","","","","","0.0","","0.0","","0.0","","3","","","","",""
"2011-12-24","2011","12","24","NA","","","","","","","","","","","0.0","","0.0","","0.0","","3","","","","",""
"2011-12-25","2011","12","25","NA","","","","","","","","","","","0.0","T","0.0","T","0.0","T","3","","","","",""
"2011-12-26","2011","12","26","NA","","","","","","","","","","","0.0","","0.0","","0.0","","3","","","","",""
"2011-12-27","2011","12","27","NA","","","","","","","","","","","0.0","","0.0","","0.0","","3","","","","",""
"2011-12-28","2011","12","28","NA","","","","","","","","","","","0.0","","3.0","","3.0","","3","","","","",""
"2011-12-29","2011","12","29","NA","","","","","","","","","","","0.0","","4.0","","4.0","","6","","","","",""
"2011-12-30","2011","12","30","NA","","","","","","","","","","","0.0","","0.0","","0.0","","10","","","","",""
"2011-12-31","2011","12","31","NA","","","","","","","","","","","0.0","","0.0","","0.0","","10","","","","",""
