"Station Name","REGINA INTL A"
"Province","SASKATCHEWAN"
"Latitude","50.43"
"Longitude","-104.67"
"Elevation","577.60"
"Climate Identifier","4016566"
"WMO Identifier",""
"TC Identifier","YQR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"x","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (degC)","Temp Flag","Dew Point Temp (degC)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2014-04-01 00:00","2014","04","01","00:00","x","-12.6","","-18.5","","62","","14","","12","","24.1","","95.34","","","","-19","","Mostly Cloudy"
"2014-04-01 01:00","2014","04","01","01:00","x","-12.6","","-18.7","","61","","13","","12","","24.1","","95.30","","","","-19","","NA"
"2014-04-01 02:00","2014","04","01","02:00","x","-13.4","","-18.1","","68","","15","","11","","24.1","","95.23","","","","-20","","NA"
"2014-04-01 03:00","2014","04","01","03:00","x","-13.7","","-18.6","","67","","14","","10","","24.1","","95.22","","","","-20","","Mostly Cloudy"
"2014-04-01 04:00","2014","04","01","04:00","x","-13.9","","-19.0","","66","","15","","14","","24.1","","95.19","","","","-21","","NA"
"2014-04-01 05:00","2014","04","01","05:00","x","-13.8","","-18.9","","66","","14","","17","","24.1","","95.17","","","","-22","","NA"
"2014-04-01 06:00","2014","04","01","06:00","x","-13.9","","-19.3","","64","","14","","21","","24.1","","95.12","","","","-23","","Cloudy"
"2014-04-01 07:00","2014","04","01","07:00","x","-14.3","","-19.7","","64","","13","","21","","24.1","","95.09","","","","-24","","NA"
"2014-04-01 08:00","2014","04","01","08:00","x","-13.8","","-19.6","","62","","13","","22","","24.1","","95.08","","","","-23","","NA"
"2014-04-01 09:00","2014","04","01","09:00","x","-12.5","","-18.6","","61","","13","","20","","24.1","","95.06","","","","-21","","Mainly Clear"
"2014-04-01 10:00","2014","04","01","10:00","x","-11.0","","-17.3","","60","","14","","22","","24.1","","95.07","","","","-20","","NA"
"2014-04-01 11:00","2014","04","01","11:00","x","-9.3","","-14.4","","67","","15","","21","","24.1","","95.07","","","","-17","","NA"
