"Station Name","REGINA INTL A"
"Province","SASKATCHEWAN"
"Latitude","50.43"
"Longitude","-104.67"
"Elevation","577.60"
"Climate Identifier","4016566"
"WMO Identifier",""
"TC Identifier","YQR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"x","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (degC)","Temp Flag","Dew Point Temp (degC)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2015-05-01 00:00","2015","05","01","00:00","x","9.0","","1.5","","59","","17","","17","","24.1","","94.40","","","","","","Mostly Cloudy"
"2015-05-01 01:00","2015","05","01","01:00","x","7.9","","0.9","","61","","17","","16","","24.1","","94.38","","","","","","NA"
"2015-05-01 02:00","2015","05","01","02:00","x","5.9","","0.3","","67","","17","","10","","24.1","","94.36","","","","","","NA"
"2015-05-01 03:00","2015","05","01","03:00","x","5.4","","-0.6","","65","","18","","5","","24.1","","94.38","","","","","","Mainly Clear"
"2015-05-01 04:00","2015","05","01","04:00","x","3.2","","-1.4","","72","","20","","4","","24.1","","94.40","","","","","","NA"
"2015-05-01 05:00","2015","05","01","05:00","x","5.1","","-0.9","","65","","36","","4","","24.1","","94.41","","","","","","NA"
"2015-05-01 06:00","2015","05","01","06:00","x","1.5","","-0.3","","88","","14","","11","","24.1","","94.42","","","","","","Mostly Cloudy"
"2015-05-01 07:00","2015","05","01","07:00","x","4.9","","1.6","","79","","14","","8","","24.1","","94.44","","","","","","NA"
"2015-05-01 08:00","2015","05","01","08:00","x","8.4","","1.1","","60","","14","","6","","24.1","","94.43","","","","","","NA"
"2015-05-01 09:00","2015","05","01","09:00","x","11.4","","1.9","","52","","18","","9","","24.1","","94.43","","","","","","Mostly Cloudy"
"2015-05-01 10:00","2015","05","01","10:00","x","13.9","","0.6","","40","","25","","10","","24.1","","94.43","","","","","","NA"
"2015-05-01 11:00","2015","05","01","11:00","x","16.7","","-1.3","","29","","20","","10","","24.1","","94.35","","","","","","NA"
"2015-05-01 12:00","2015","05","01","12:00","x","18.4","","0.2","","29","","22","","8","","24.1","","94.29","","","","","","Mostly Cloudy"
"2015-05-01 13:00","2015","05","01","13:00","x","19.9","","-1.1","","24","","22","","14","","24.1","","94.20","","","","","","NA"
"2015-05-01 14:00","2015","05","01","14:00","x","20.8","","-1.5","","22","","24","","26","","24.1","","94.11","","","","","","NA"
"2015-05-01 15:00","2015","05","01","15:00","x","21.1","","-2.6","","20","","24","","20","","24.1","","94.05","","","","","","Mainly Clear"
"2015-05-01 16:00","2015","05","01","16:00","x","20.9","","-2.1","","21","","25","","23","","24.1","","93.97","","","","","","NA"
"2015-05-01 17:00","2015","05","01","17:00","x","20.7","","0.1","","25","","25","","28","","24.1","","93.87","","","","","","NA"
"2015-05-01 18:00","2015","05","01","18:00","x","21.1","","1.5","","27","","23","","22","","24.1","","93.85","","","","","","Mostly Cloudy"
"2015-05-01 19:00","2015","05","01","19:00","x","19.7","","1.8","","30","","25","","22","","24.1","","93.83","","","","","","NA"
"2015-05-01 20:00","2015","05","01","20:00","x","16.4","","3.2","","41","","19","","13","","24.1","","93.76","","","","","","NA"
"2015-05-01 21:00","2015","05","01","21:00","x","14.1","","3.6","","49","","17","","17","","24.1","","93.71","","","","","","Mostly Cloudy"
"2015-05-01 22:00","2015","05","01","22:00","x","14.3","","3.5","","48","","18","","20","","24.1","","93.67","","","","","","NA"
"2015-05-01 23:00","2015","05","01","23:00","x","11.1","","3.2","","58","","19","","18","","24.1","","93.66","","","","","","NA"
"2015-05-02 00:00","2015","05","02","00:00","x","9.4","","2.7","","63","","21","","17","","24.1","","93.65","","","","","","Mainly Clear"
"2015-05-02 01:00","2015","05","02","01:00","x","8.0","","1.6","","64","","23","","17","","24.1","","93.66","","","","","","NA"
"2015-05-02 02:00","2015","05","02","02:00","x","4.9","","0.9","","75","","23","","7","","24.1","","93.65","","","","","","NA"
"2015-05-02 03:00","2015","05","02","03:00","x","5.3","","0.9","","73","","23","","11","","24.1","","93.65","","","","","","Mainly Clear"
"2015-05-02 04:00","2015","05","02","04:00","x","5.0","","1.5","","78","","26","","15","","24.1","","93.69","","","","","","NA"
"2015-05-02 05:00","2015","05","02","05:00","x","3.5","","1.4","","86","","25","","10","","24.1","","93.71","","","","","","NA"
"2015-05-02 06:00","2015","05","02","06:00","x","4.8","","3.2","","89","","28","","16","","24.1","","93.73","","","","","","Mostly Cloudy"
"2015-05-02 07:00","2015","05","02","07:00","x","6.7","","4.2","","84","","27","","11","","24.1","","93.76","","","","","","NA"
"2015-05-02 08:00","2015","05","02","08:00","x","10.0","","5.2","","72","","32","","21","","24.1","","93.80","","","","","","NA"
"2015-05-02 09:00","2015","05","02","09:00","x","12.2","","5.0","","61","","34","","16","","24.1","","93.84","","","","","","Mostly Cloudy"
"2015-05-02 10:00","2015","05","02","10:00","x","12.9","","4.1","","55","","33","","26","","24.1","","93.85","","","","","","NA"
"2015-05-02 11:00","2015","05","02","11:00","x","14.2","","4.0","","50","","33","","27","","24.1","","93.87","","","","","","NA"
"2015-05-02 12:00","2015","05","02","12:00","x","15.3","","3.5","","45","","32","","17","","24.1","","93.88","","","","","","Mostly Cloudy"
"2015-05-02 13:00","2015","05","02","13:00","x","16.2","","3.0","","41","","33","","34","","24.1","","93.90","","","","","","NA"
"2015-05-02 14:00","2015","05","02","14:00","x","14.6","","3.5","","47","","28","","19","","24.1","","93.91","","","","","","NA"
"2015-05-02 15:00","2015","05","02","15:00","x","15.1","","3.0","","44","","29","","16","","24.1","","93.95","","","","","","Cloudy"
"2015-05-02 16:00","2015","05","02","16:00","x","15.3","","2.2","","41","","27","","22","","24.1","","93.91","","","","","","NA"
"2015-05-02 17:00","2015","05","02","17:00","x","10.2","","5.8","","74","","25","","35","","24.1","","94.02","","","","","","Rain Showers"
"2015-05-02 18:00","2015","05","02","18:00","x","11.6","","5.7","","67","","28","","23","","24.1","","94.07","","","","","","Cloudy"
"2015-05-02 19:00","2015","05","02","19:00","x","10.1","","6.5","","78","","29","","14","","24.1","","94.08","","","","","","NA"
"2015-05-02 20:00","2015","05","02","20:00","x","9.6","","3.6","","66","","29","","15","","24.1","","94.08","","","","","","NA"
"2015-05-02 21:00","2015","05","02","21:00","x","6.9","","2.8","","75","","28","","18","","24.1","","94.17","","","","","","Clear"
"2015-05-02 22:00","2015","05","02","22:00","x","4.1","","1.5","","83","","32","","9","","24.1","","94.23","","","","","","NA"
"2015-05-02 23:00","2015","05","02","23:00","x","3.2","","2.0","","92","","26","","13","","24.1","","94.26","","","","","","NA"
"2015-05-03 00:00","2015","05","03","00:00","x","4.9","","1.4","","78","","30","","25","","24.1","","94.31","","","","","","Clear"
"2015-05-03 01:00","2015","05","03","01:00","x","2.2","","0.7","","90","","28","","16","","24.1","","94.37","","","","","","NA"
"2015-05-03 02:00","2015","05","03","02:00","x","0.9","","-0.4","","91","","26","","18","","24.1","","94.42","","","","","","NA"
"2015-05-03 03:00","2015","05","03","03:00","x","1.5","","-0.8","","85","","28","","19","","24.1","","94.47","","","","","","Clear"
"2015-05-03 04:00","2015","05","03","04:00","x","0.7","","-1.2","","87","","29","","16","","24.1","","94.51","","","","","","NA"
"2015-05-03 05:00","2015","05","03","05:00","x","0.2","","-1.0","","92","","28","","20","","24.1","","94.56","","","","","","NA"
"2015-05-03 06:00","2015","05","03","06:00","x","0.4","","-0.6","","93","","29","","17","","24.1","","94.60","","","","","","Clear"
"2015-05-03 07:00","2015","05","03","07:00","x","2.2","","0.9","","91","","29","","23","","24.1","","94.67","","","","","","NA"
"2015-05-03 08:00","2015","05","03","08:00","x","5.1","","2.3","","82","","30","","32","","24.1","","94.73","","","","","","NA"
"2015-05-03 09:00","2015","05","03","09:00","x","7.1","","2.8","","74","","30","","28","","24.1","","94.79","","","","","","Clear"
"2015-05-03 10:00","2015","05","03","10:00","x","9.4","","2.5","","62","","31","","25","","24.1","","94.84","","","","","","NA"
"2015-05-03 11:00","2015","05","03","11:00","x","11.2","","1.5","","51","","31","","26","","24.1","","94.89","","","","","","NA"
"2015-05-03 12:00","2015","05","03","12:00","x","10.7","","0.2","","48","","33","","30","","24.1","","94.91","","","","","","Mostly Cloudy"
"2015-05-03 13:00","2015","05","03","13:00","x","12.7","","-0.5","","40","","31","","22","","24.1","","94.91","","","","","","NA"
"2015-05-03 14:00","2015","05","03","14:00","x","13.9","","-1.2","","35","","29","","21","","24.1","","94.93","","","","","","NA"
"2015-05-03 15:00","2015","05","03","15:00","x","14.9","","-2.9","","29","","32","","19","","24.1","","94.92","","","","","","Mostly Cloudy"
"2015-05-03 16:00","2015","05","03","16:00","x","14.4","","-3.8","","28","","32","","20","","24.1","","94.92","","","","","","NA"
"2015-05-03 17:00","2015","05","03","17:00","x","12.7","","-3.5","","32","","28","","11","","24.1","","94.92","","","","","","NA"
"2015-05-03 18:00","2015","05","03","18:00","x","13.3","","-3.4","","31","","29","","16","","24.1","","94.94","","","","","","Mostly Cloudy"
"2015-05-03 19:00","2015","05","03","19:00","x","10.1","","0.2","","50","","1","","23","","24.1","","95.00","","","","","","NA"
"2015-05-03 20:00","2015","05","03","20:00","x","9.3","","0.5","","54","","2","","5","","24.1","","95.04","","","","","","NA"
"2015-05-03 21:00","2015","05","03","21:00","x","7.8","","1.4","","64","","36","","1","","24.1","","95.09","","","","","","Mostly Cloudy"
"2015-05-03 22:00","2015","05","03","22:00","x","5.8","","0.2","","67","","20","","10","","24.1","","95.13","","","","","","NA"
"2015-05-03 23:00","2015","05","03","23:00","x","3.9","","0.2","","77","","21","","6","","24.1","","95.16","","","","","","NA"
"2015-05-04 00:00","2015","05","04","00:00","x","3.4","","1.3","","86","","19","","6","","24.1","","95.17","","","","","","Clear"
"2015-05-04 01:00","2015","05","04","01:00","x","2.7","","-0.4","","80","","25","","4","","24.1","","95.21","","","","","","NA"
"2015-05-04 02:00","2015","05","04","02:00","x","1.1","","-1.1","","85","","17","","4","","24.1","","95.23","","","","","","NA"
"2015-05-04 03:00","2015","05","04","03:00","x","0.6","","-1.5","","86","","9","","8","","24.1","","95.21","","","","","","Mainly Clear"
"2015-05-04 04:00","2015","05","04","04:00","x","-0.4","","-1.4","","93","","10","","9","","24.1","","95.24","","","","-4","","NA"
"2015-05-04 05:00","2015","05","04","05:00","x","-0.2","","-1.3","","92","","12","","10","","24.1","","95.24","","","","-4","","NA"
"2015-05-04 06:00","2015","05","04","06:00","x","-0.7","","-1.8","","92","","13","","12","","24.1","","95.28","","","","-5","","Clear"
"2015-05-04 07:00","2015","05","04","07:00","x","2.8","","0.4","","84","","13","","8","","24.1","","95.30","","","","","","NA"
"2015-05-04 08:00","2015","05","04","08:00","x","7.0","","1.1","","66","","14","","8","","24.1","","95.33","","","","","","NA"
"2015-05-04 09:00","2015","05","04","09:00","x","10.4","","0.7","","51","","15","","9","","24.1","","95.35","","","","","","Clear"
"2015-05-04 10:00","2015","05","04","10:00","x","13.1","","-0.1","","40","","18","","14","","24.1","","95.32","","","","","","NA"
