"Station Name","REGINA INTL A"
"Province","SASKATCHEWAN"
"Latitude","50.43"
"Longitude","-104.67"
"Elevation","577.60"
"Climate Identifier","4016566"
"WMO Identifier",""
"TC Identifier","YQR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"x","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (degC)","Temp Flag","Dew Point Temp (degC)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2015-03-01 00:00","2015","03","01","00:00","x","-12.9","","-14.2","","90","","29","","18","","19.3","","95.07","","","","-21","","Snow"
"2015-03-01 01:00","2015","03","01","01:00","x","-14.2","","-15.5","","90","","27","","14","","24.1","","95.13","","","","-22","","Snow"
"2015-03-01 02:00","2015","03","01","02:00","x","-14.9","","-16.1","","91","","30","","10","","19.3","","95.17","","","","-21","","Snow"
"2015-03-01 03:00","2015","03","01","03:00","x","-16.0","","-17.4","","89","","31","","10","","24.1","","95.21","","","","-22","","Ice Crystals"
"2015-03-01 04:00","2015","03","01","04:00","x","-17.5","","-19.2","","87","","30","","9","","24.1","","95.24","","","","-24","","NA"
"2015-03-01 05:00","2015","03","01","05:00","x","-16.7","","-18.4","","87","","32","","10","","19.3","","95.28","","","","-23","","NA"
"2015-03-01 06:00","2015","03","01","06:00","x","-14.0","","-15.4","","89","","30","","9","","19.3","","95.33","","","","-20","","Snow"
"2015-03-01 07:00","2015","03","01","07:00","x","-14.1","","-15.5","","89","","26","","12","","16.1","","95.39","","","","-21","","Snow"
"2015-03-01 08:00","2015","03","01","08:00","x","-15.8","","-17.5","","87","","24","","12","","24.1","","95.44","","","","-23","","Snow"
"2015-03-01 09:00","2015","03","01","09:00","x","-15.5","","-17.1","","88","","27","","9","","24.1","","95.53","","","","-21","","Mostly Cloudy"
"2015-03-01 10:00","2015","03","01","10:00","x","-16.6","","-18.4","","86","","24","","8","","24.1","","95.57","","","","-22","","NA"
"2015-03-01 11:00","2015","03","01","11:00","x","-14.3","","-15.7","","89","","27","","10","","16.1","","95.62","","","","-20","","NA"
"2015-03-01 12:00","2015","03","01","12:00","x","-11.1","","-12.3","","91","","26","","18","","24.1","","95.64","","","","-19","","Mostly Cloudy"
"2015-03-01 13:00","2015","03","01","13:00","x","-10.6","","-11.8","","91","","29","","16","","24.1","","95.68","","","","-18","","NA"
"2015-03-01 14:00","2015","03","01","14:00","x","-8.9","","-11.4","","82","","28","","28","","24.1","","95.65","","","","-18","","NA"
"2015-03-01 15:00","2015","03","01","15:00","x","-8.6","","-12.1","","76","","28","","18","","24.1","","95.62","","","","-16","","Mainly Clear"
"2015-03-01 16:00","2015","03","01","16:00","x","-8.9","","-12.2","","77","","26","","16","","24.1","","95.62","","","","-16","","NA"
"2015-03-01 17:00","2015","03","01","17:00","x","-9.6","","-12.6","","79","","29","","8","","24.1","","95.59","","","","-14","","NA"
"2015-03-01 18:00","2015","03","01","18:00","x","-11.8","","-14.1","","83","","22","","11","","24.1","","95.56","","","","-18","","Clear"
"2015-03-01 19:00","2015","03","01","19:00","x","-15.6","","-17.2","","88","","20","","12","","24.1","","95.53","","","","-23","","NA"
"2015-03-01 20:00","2015","03","01","20:00","x","-15.8","","-17.4","","88","","16","","11","","24.1","","95.53","","","","-23","","NA"
"2015-03-01 21:00","2015","03","01","21:00","x","-14.3","","-15.6","","90","","14","","13","","24.1","","95.45","","","","-21","","Clear"
"2015-03-01 22:00","2015","03","01","22:00","x","-16.5","","-18.1","","88","","14","","17","","24.1","","95.41","","","","-25","","NA"
"2015-03-01 23:00","2015","03","01","23:00","x","-17.6","","-19.3","","87","","14","","17","","24.1","","95.33","","","","-27","","NA"
"2015-03-02 00:00","2015","03","02","00:00","x","-16.4","","-18.2","","86","","15","","25","","24.1","","95.25","","","","-27","","Clear"
"2015-03-02 01:00","2015","03","02","01:00","x","-17.8","","-19.9","","84","","15","","23","","24.1","","95.18","","","","-28","","NA"
"2015-03-02 02:00","2015","03","02","02:00","x","-18.1","","-20.6","","81","","14","","24","","24.1","","95.10","","","","-29","","NA"
"2015-03-02 03:00","2015","03","02","03:00","x","-17.2","","-19.6","","82","","15","","28","","24.1","","95.00","","","","-29","","Clear"
"2015-03-02 04:00","2015","03","02","04:00","x","-16.8","","-19.3","","81","","15","","27","","24.1","","94.86","","","","-28","","NA"
"2015-03-02 05:00","2015","03","02","05:00","x","-17.5","","-19.7","","83","","14","","27","","24.1","","94.70","","","","-29","","NA"
"2015-03-02 06:00","2015","03","02","06:00","x","-16.6","","-18.9","","83","","14","","27","","24.1","","94.55","","","","-28","","Mainly Clear"
"2015-03-02 07:00","2015","03","02","07:00","x","-16.1","","-18.2","","84","","14","","35","","24.1","","94.38","","","","-28","","Blowing Snow"
"2015-03-02 08:00","2015","03","02","08:00","x","-16.6","","-18.7","","84","","14","","25","","24.1","","94.25","","","","-27","","Blowing Snow"
"2015-03-02 09:00","2015","03","02","09:00","x","-13.6","","-16.2","","81","","16","","24","","24.1","","94.18","","","","-23","","Blowing Snow"
"2015-03-02 10:00","2015","03","02","10:00","x","-12.5","","-15.4","","79","","15","","26","","24.1","","94.12","","","","-22","","Blowing Snow"
"2015-03-02 11:00","2015","03","02","11:00","x","-10.6","","-13.9","","77","","16","","26","","24.1","","94.02","","","","-20","","Blowing Snow"
"2015-03-02 12:00","2015","03","02","12:00","x","-8.3","","-12.3","","73","","17","","20","","24.1","","93.93","","","","-16","","Blowing Snow"
"2015-03-02 13:00","2015","03","02","13:00","x","-6.7","","-10.4","","75","","19","","15","","24.1","","93.89","","","","-13","","NA"
"2015-03-02 14:00","2015","03","02","14:00","x","-5.3","","-8.9","","76","","28","","29","","24.1","","93.86","","","","-13","","NA"
"2015-03-02 15:00","2015","03","02","15:00","x","-6.0","","-9.1","","79","","31","","43","","24.1","","93.91","","","","-16","","Blowing Snow"
"2015-03-02 16:00","2015","03","02","16:00","x","-8.3","","-10.2","","86","","32","","44","","8.1","","94.05","","","","-19","","Snow,Blowing Snow"
"2015-03-02 17:00","2015","03","02","17:00","x","-8.5","","-10.3","","87","","32","","59","","4.8","","94.18","","","","-20","","Snow,Blowing Snow"
"2015-03-02 18:00","2015","03","02","18:00","x","-10.0","","-11.9","","86","","32","","49","","9.7","","94.29","","","","-22","","Snow,Blowing Snow"
"2015-03-02 19:00","2015","03","02","19:00","x","-10.2","","-12.1","","86","","33","","51","","9.7","","94.41","","","","-22","","Snow,Blowing Snow"
"2015-03-02 20:00","2015","03","02","20:00","x","-11.7","","-14.5","","80","","34","","45","","9.7","","94.57","","","","-24","","Snow,Blowing Snow"
