"Station Name","YORKTON"
"Province","SASKATCHEWAN"
"Latitude","51.26"
"Longitude","-102.46"
"Elevation","498.30"
"Climate Identifier","4019075"
"WMO Identifier","71292"
"TC Identifier","YQV"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"x","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (degC)","Temp Flag","Dew Point Temp (degC)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2011-12-01 00:00","2011","12","01","00:00","x","-8.3","","-10.9","","81","","28","","13","","16.1","","97.16","","","","-14","","NA"
"2011-12-01 01:00","2011","12","01","01:00","x","-8.1","","-11.0","","80","","27","","15","","16.1","","97.20","","","","-14","","NA"
"2011-12-01 02:00","2011","12","01","02:00","x","-8.1","","-10.7","","82","","23","","9","","16.1","","97.22","","","","-13","","NA"
"2011-12-01 03:00","2011","12","01","03:00","x","-7.8","","-9.9","","85","","23","","4","","16.1","","97.19","","","","-10","","NA"
"2011-12-01 04:00","2011","12","01","04:00","x","-7.7","","-9.3","","88","","24","","4","","16.1","","97.17","","","","-10","","NA"
"2011-12-01 05:00","2011","12","01","05:00","x","-7.7","","-9.1","","90","","","","0","","16.1","","97.16","","","","","","NA"
"2011-12-01 06:00","2011","12","01","06:00","x","-7.2","","-9.0","","87","","28","","9","","16.1","","97.15","","","","-12","","NA"
"2011-12-01 07:00","2011","12","01","07:00","x","-7.1","","-9.1","","86","","23","","5","","16.1","","97.07","","","","-10","","NA"
"2011-12-01 08:00","2011","12","01","08:00","x","-6.8","","-8.8","","86","","21","","8","","16.1","","97.01","","","","-11","","NA"
"2011-12-01 09:00","2011","12","01","09:00","x","-6.0","","-7.1","","92","","21","","15","","16.1","","96.91","","","","-12","","NA"
"2011-12-01 10:00","2011","12","01","10:00","x","-5.0","","-6.7","","88","","24","","18","","16.1","","96.87","","","","-11","","NA"
"2011-12-01 11:00","2011","12","01","11:00","x","-4.1","","-6.4","","84","","24","","22","","16.1","","96.77","","","","-11","","NA"
"2011-12-01 12:00","2011","12","01","12:00","x","-3.5","","-5.7","","85","","23","","22","","16.1","","96.64","","","","-10","","NA"
"2011-12-01 13:00","2011","12","01","13:00","x","-3.0","","-5.9","","81","","22","","21","","16.1","","96.44","","","","-9","","NA"
"2011-12-01 14:00","2011","12","01","14:00","x","-2.7","","-5.3","","82","","21","","26","","16.1","","96.28","","","","-10","","NA"
"2011-12-01 15:00","2011","12","01","15:00","x","-2.4","","-5.2","","81","","20","","28","","16.1","","96.10","","","","-9","","NA"
"2011-12-01 16:00","2011","12","01","16:00","x","-2.3","","-5.0","","82","","21","","28","","16.1","","95.92","","","","-9","","NA"
"2011-12-01 17:00","2011","12","01","17:00","x","-2.5","","-4.7","","85","","20","","24","","16.1","","95.74","","","","-9","","NA"
"2011-12-01 18:00","2011","12","01","18:00","x","-2.3","","-4.8","","83","","21","","24","","16.1","","95.55","","","","-9","","NA"
"2011-12-01 19:00","2011","12","01","19:00","x","-2.8","","-5.1","","84","","21","","26","","16.1","","95.41","","","","-10","","NA"
"2011-12-01 20:00","2011","12","01","20:00","x","-3.3","","-5.6","","84","","21","","30","","16.1","","95.28","","","","-11","","NA"
"2011-12-01 21:00","2011","12","01","21:00","x","-3.8","","-6.1","","84","","21","","28","","16.1","","95.12","","","","-11","","NA"
"2011-12-01 22:00","2011","12","01","22:00","x","-3.4","","-6.0","","83","","21","","28","","16.1","","94.95","","","","-11","","NA"
"2011-12-01 23:00","2011","12","01","23:00","x","-2.4","","-5.6","","79","","21","","28","","16.1","","94.77","","","","-9","","NA"
"2011-12-02 00:00","2011","12","02","00:00","x","-1.9","","-4.9","","80","","21","","30","","16.1","","94.61","","","","-9","","NA"
"2011-12-02 01:00","2011","12","02","01:00","x","-0.9","","-4.6","","76","","21","","35","","16.1","","94.42","","","","-8","","NA"
"2011-12-02 02:00","2011","12","02","02:00","x","-0.5","","-4.0","","77","","21","","35","","16.1","","94.28","","","","-8","","NA"
"2011-12-02 03:00","2011","12","02","03:00","x","-0.2","","-3.9","","76","","21","","33","","16.1","","94.20","","","","-7","","NA"
"2011-12-02 04:00","2011","12","02","04:00","x","-0.2","","-4.0","","76","","23","","22","","16.1","","94.19","","","","-6","","NA"
"2011-12-02 05:00","2011","12","02","05:00","x","0.1","","-4.1","","74","","21","","28","","16.1","","94.11","","","","","","NA"
"2011-12-02 06:00","2011","12","02","06:00","x","-0.2","","-3.8","","77","","21","","21","","16.1","","93.99","","","","-6","","NA"
"2011-12-02 07:00","2011","12","02","07:00","x","-0.9","","-1.0","","100","","24","","18","","2.8","","93.99","","","","-6","","NA"
"2011-12-02 08:00","2011","12","02","08:00","x","-1.9","","","M","","M","22","","24","","1.2","","93.95","","","","-8","","NA"
"2011-12-02 09:00","2011","12","02","09:00","x","-1.7","","","M","","M","23","","18","","2.8","","93.93","","","","-7","","NA"
"2011-12-02 10:00","2011","12","02","10:00","x","-0.8","","","M","","M","23","","21","","16.1","","93.89","","","","-6","","NA"
"2011-12-02 11:00","2011","12","02","11:00","x","0.3","","","M","","M","25","","21","","16.1","","93.93","","","","","","NA"
"2011-12-02 12:00","2011","12","02","12:00","x","2.0","","-1.2","","79","","28","","24","","16.1","","93.99","","","","","","NA"
"2011-12-02 13:00","2011","12","02","13:00","x","1.9","","-1.6","","78","","28","","26","","16.1","","94.04","","","","","","NA"
"2011-12-02 14:00","2011","12","02","14:00","x","1.5","","-1.6","","80","","28","","26","","16.1","","94.11","","","","","","NA"
"2011-12-02 15:00","2011","12","02","15:00","x","1.6","","-1.2","","82","","27","","28","","16.1","","94.17","","","","","","NA"
"2011-12-02 16:00","2011","12","02","16:00","x","1.3","","-1.6","","81","","27","","24","","16.1","","94.24","","","","","","NA"
"2011-12-02 17:00","2011","12","02","17:00","x","1.1","","-1.8","","81","","27","","28","","16.1","","94.30","","","","","","NA"
"2011-12-02 18:00","2011","12","02","18:00","x","0.8","","-1.9","","82","","27","","26","","16.1","","94.37","","","","","","NA"
"2011-12-02 19:00","2011","12","02","19:00","x","0.5","","-1.5","","87","","28","","30","","16.1","","94.41","","","","","","NA"
"2011-12-02 20:00","2011","12","02","20:00","x","-0.1","","","M","","M","28","","24","","16.1","","94.49","","","","-6","","NA"
"2011-12-02 21:00","2011","12","02","21:00","x","-1.7","","-2.9","","91","","30","","35","","16.1","","94.61","","","","-9","","NA"
"2011-12-02 22:00","2011","12","02","22:00","x","-4.1","","-5.4","","91","","30","","41","","16.1","","94.72","","","","-13","","NA"
"2011-12-02 23:00","2011","12","02","23:00","x","-5.6","","-7.6","","86","","30","","37","","16.1","","94.90","","","","-15","","NA"
"2011-12-03 00:00","2011","12","03","00:00","x","-6.4","","-7.8","","90","","30","","33","","16.1","","95.05","","","","-15","","NA"
"2011-12-03 01:00","2011","12","03","01:00","x","-7.3","","-9.0","","88","","31","","33","","14.5","","95.15","","","","-16","","NA"
"2011-12-03 02:00","2011","12","03","02:00","x","-8.1","","-9.6","","89","","31","","26","","12.9","","95.29","","","","-16","","NA"
"2011-12-03 03:00","2011","12","03","03:00","x","-8.5","","-10.1","","88","","32","","26","","16.1","","95.38","","","","-17","","NA"
"2011-12-03 04:00","2011","12","03","04:00","x","-8.0","","-9.8","","87","","32","","28","","16.1","","95.49","","","","-17","","NA"
"2011-12-03 05:00","2011","12","03","05:00","x","-7.9","","-9.7","","87","","32","","22","","16.1","","95.56","","","","-16","","NA"
"2011-12-03 06:00","2011","12","03","06:00","x","-8.1","","-10.1","","86","","31","","26","","16.1","","95.62","","","","-16","","NA"
"2011-12-03 07:00","2011","12","03","07:00","x","-9.6","","-11.0","","90","","29","","30","","16.1","","95.68","","","","-19","","NA"
"2011-12-03 08:00","2011","12","03","08:00","x","-12.0","","-13.4","","89","","29","","24","","16.1","","95.74","","","","-21","","NA"
"2011-12-03 09:00","2011","12","03","09:00","x","-13.5","","-14.8","","90","","30","","22","","16.1","","95.82","","","","-23","","NA"
"2011-12-03 10:00","2011","12","03","10:00","x","-13.4","","-15.0","","88","","29","","9","","16.1","","95.88","","","","-19","","NA"
"2011-12-03 11:00","2011","12","03","11:00","x","-12.9","","-14.6","","87","","27","","9","","16.1","","95.91","","","","-18","","NA"
"2011-12-03 12:00","2011","12","03","12:00","x","-11.5","","-13.7","","84","","25","","11","","16.1","","95.87","","","","-17","","NA"
"2011-12-03 13:00","2011","12","03","13:00","x","-10.7","","-13.2","","82","","25","","17","","16.1","","95.79","","","","-18","","NA"
"2011-12-03 14:00","2011","12","03","14:00","x","-10.3","","-13.2","","79","","24","","8","","16.1","","95.76","","","","-15","","NA"
"2011-12-03 15:00","2011","12","03","15:00","x","-9.0","","-12.9","","73","","20","","11","","16.1","","95.73","","","","-14","","NA"
"2011-12-03 16:00","2011","12","03","16:00","x","-9.6","","-12.9","","77","","20","","13","","16.1","","95.71","","","","-16","","NA"
"2011-12-03 17:00","2011","12","03","17:00","x","-9.7","","-12.7","","79","","19","","15","","16.1","","95.65","","","","-16","","NA"
"2011-12-03 18:00","2011","12","03","18:00","x","-10.5","","-12.8","","83","","18","","13","","16.1","","95.66","","","","-17","","NA"
"2011-12-03 19:00","2011","12","03","19:00","x","-11.4","","-13.0","","88","","16","","4","","16.1","","95.65","","","","-14","","NA"
"2011-12-03 20:00","2011","12","03","20:00","x","-12.7","","-13.3","","95","","14","","5","","16.1","","95.61","","","","-16","","NA"
"2011-12-03 21:00","2011","12","03","21:00","x","-10.7","","-11.8","","92","","18","","9","","16.1","","95.58","","","","-16","","NA"
"2011-12-03 22:00","2011","12","03","22:00","x","-10.0","","-10.7","","95","","16","","9","","2.8","","95.57","","","","-15","","NA"
"2011-12-03 23:00","2011","12","03","23:00","x","-9.4","","-9.4","","100","","13","","5","","1.2","","95.58","","","","-12","","NA"
"2011-12-04 00:00","2011","12","04","00:00","x","-9.2","","","M","","M","14","","9","","2.4","","95.55","","","","-14","","NA"
"2011-12-04 01:00","2011","12","04","01:00","x","-8.7","","","M","","M","14","","8","","4.8","","95.55","","","","-13","","NA"
"2011-12-04 02:00","2011","12","04","02:00","x","-8.8","","","M","","M","8","","9","","4.8","","95.59","","","","-13","","NA"
"2011-12-04 03:00","2011","12","04","03:00","x","-9.6","","-9.6","","100","","3","","18","","3.6","","95.72","","","","-17","","NA"
"2011-12-04 04:00","2011","12","04","04:00","x","-10.1","","-10.6","","96","","2","","24","","2.8","","95.88","","","","-19","","NA"
"2011-12-04 05:00","2011","12","04","05:00","x","-10.9","","-11.6","","95","","1","","26","","2.8","","96.04","","","","-20","","NA"
"2011-12-04 06:00","2011","12","04","06:00","x","-11.6","","-12.8","","91","","1","","35","","9.7","","96.19","","","","-22","","NA"
"2011-12-04 07:00","2011","12","04","07:00","x","-12.1","","-13.2","","92","","1","","21","","8.1","","96.37","","","","-21","","NA"
