"Station Name","YORKTON"
"Province","SASKATCHEWAN"
"Latitude","51.26"
"Longitude","-102.46"
"Elevation","498.30"
"Climate Identifier","4019075"
"WMO Identifier","71292"
"TC Identifier","YQV"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"x","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (degC)","Temp Flag","Dew Point Temp (degC)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2015-05-01 00:00","2015","05","01","00:00","x","7.0","","0.9","","65","","","M","4","","16.1","","95.30","","","","","","NA"
"2015-05-01 01:00","2015","05","01","01:00","x","6.8","","1.1","","67","","21","","9","","16.1","","95.29","","","","","","NA"
"2015-05-01 02:00","2015","05","01","02:00","x","6.1","","1.1","","70","","19","","13","","16.1","","95.27","","","","","","NA"
"2015-05-01 03:00","2015","05","01","03:00","x","2.0","","-0.2","","86","","","M","4","","16.1","","95.25","","","","","","NA"
"2015-05-01 04:00","2015","05","01","04:00","x","3.1","","0.0","","80","","18","","4","","16.1","","95.26","","","","","","NA"
"2015-05-01 05:00","2015","05","01","05:00","x","2.2","","0.9","","91","","","","0","","16.1","","95.25","","","","","","NA"
"2015-05-01 06:00","2015","05","01","06:00","x","1.9","","0.5","","90","","","","0","","16.1","","95.27","","","","","","NA"
"2015-05-01 07:00","2015","05","01","07:00","x","6.6","","1.9","","72","","18","","5","","16.1","","95.27","","","","","","NA"
"2015-05-01 08:00","2015","05","01","08:00","x","10.2","","1.8","","56","","18","","8","","16.1","","95.26","","","","","","NA"
"2015-05-01 09:00","2015","05","01","09:00","x","13.5","","2.5","","47","","23","","8","","16.1","","95.25","","","","","","NA"
"2015-05-01 10:00","2015","05","01","10:00","x","16.6","","2.4","","38","","2","","11","","16.1","","95.24","","","","","","NA"
"2015-05-01 11:00","2015","05","01","11:00","x","18.2","","-0.1","","29","","1","","8","","16.1","","95.22","","","","","","NA"
"2015-05-01 12:00","2015","05","01","12:00","x","19.5","","-2.8","","22","","33","","5","","16.1","","95.17","","","","","","NA"
"2015-05-01 13:00","2015","05","01","13:00","x","20.2","","-4.9","","18","","21","","17","","16.1","","95.10","","","","","","NA"
"2015-05-01 14:00","2015","05","01","14:00","x","20.9","","-5.7","","16","","","M","13","","16.1","","95.03","","","","","","NA"
"2015-05-01 15:00","2015","05","01","15:00","x","21.2","","-5.4","","16","","22","","8","","16.1","","94.94","","","","","","NA"
"2015-05-01 16:00","2015","05","01","16:00","x","20.4","","-5.6","","17","","18","","8","","16.1","","94.86","","","","","","NA"
"2015-05-01 17:00","2015","05","01","17:00","x","20.7","","-4.2","","18","","20","","17","","16.1","","94.79","","","","","","NA"
"2015-05-01 18:00","2015","05","01","18:00","x","20.7","","-3.9","","19","","22","","17","","16.1","","94.74","","","","","","NA"
"2015-05-01 19:00","2015","05","01","19:00","x","20.1","","-1.8","","23","","23","","13","","16.1","","94.69","","","","","","NA"
"2015-05-01 20:00","2015","05","01","20:00","x","16.5","","0.9","","35","","21","","9","","14.5","","94.68","","","","","","NA"
"2015-05-01 21:00","2015","05","01","21:00","x","14.5","","0.9","","39","","20","","11","","16.1","","94.65","","","","","","NA"
"2015-05-01 22:00","2015","05","01","22:00","x","12.1","","2.0","","50","","20","","13","","16.1","","94.61","","","","","","NA"
"2015-05-01 23:00","2015","05","01","23:00","x","12.2","","1.7","","48","","16","","13","","16.1","","94.52","","","","","","NA"
"2015-05-02 00:00","2015","05","02","00:00","x","14.2","","2.8","","46","","19","","32","","16.1","","94.44","","","","","","NA"
"2015-05-02 01:00","2015","05","02","01:00","x","13.0","","4.2","","55","","18","","8","","16.1","","94.39","","","","","","NA"
"2015-05-02 02:00","2015","05","02","02:00","x","9.8","","3.8","","66","","21","","8","","16.1","","94.36","","","","","","NA"
"2015-05-02 03:00","2015","05","02","03:00","x","10.2","","3.8","","64","","23","","13","","16.1","","94.36","","","","","","NA"
"2015-05-02 04:00","2015","05","02","04:00","x","8.7","","4.2","","73","","23","","13","","16.1","","94.34","","","","","","NA"
"2015-05-02 05:00","2015","05","02","05:00","x","6.0","","4.0","","87","","24","","15","","16.1","","94.37","","","","","","NA"
"2015-05-02 06:00","2015","05","02","06:00","x","7.1","","5.1","","87","","25","","13","","16.1","","94.37","","","","","","NA"
"2015-05-02 07:00","2015","05","02","07:00","x","9.8","","4.8","","71","","23","","18","","16.1","","94.38","","","","","","NA"
"2015-05-02 08:00","2015","05","02","08:00","x","13.5","","5.3","","58","","27","","26","","16.1","","94.40","","","","","","NA"
"2015-05-02 09:00","2015","05","02","09:00","x","15.3","","3.9","","46","","30","","30","","16.1","","94.42","","","","","","NA"
"2015-05-02 10:00","2015","05","02","10:00","x","14.0","","3.3","","48","","28","","34","","16.1","","94.48","","","","","","NA"
"2015-05-02 11:00","2015","05","02","11:00","x","15.5","","2.8","","42","","30","","32","","16.1","","94.53","","","","","","NA"
"2015-05-02 12:00","2015","05","02","12:00","x","16.2","","2.6","","40","","31","","28","","16.1","","94.55","","","","","","NA"
"2015-05-02 13:00","2015","05","02","13:00","x","16.5","","3.0","","40","","32","","26","","16.1","","94.56","","","","","","NA"
"2015-05-02 14:00","2015","05","02","14:00","x","17.3","","1.9","","35","","32","","30","","16.1","","94.58","","","","","","NA"
"2015-05-02 15:00","2015","05","02","15:00","x","16.8","","1.3","","35","","31","","22","","16.1","","94.60","","","","","","NA"
"2015-05-02 16:00","2015","05","02","16:00","x","16.4","","0.4","","33","","32","","21","","16.1","","94.58","","","","","","NA"
"2015-05-02 17:00","2015","05","02","17:00","x","16.2","","-0.9","","31","","30","","26","","16.1","","94.62","","","","","","NA"
"2015-05-02 18:00","2015","05","02","18:00","x","16.8","","-1.1","","29","","30","","15","","16.1","","94.63","","","","","","NA"
"2015-05-02 19:00","2015","05","02","19:00","x","14.6","","0.6","","38","","28","","17","","16.1","","94.68","","","","","","NA"
"2015-05-02 20:00","2015","05","02","20:00","x","12.9","","3.1","","51","","23","","8","","16.1","","94.73","","","","","","NA"
"2015-05-02 21:00","2015","05","02","21:00","x","9.3","","5.3","","76","","34","","13","","16.1","","94.83","","","","","","NA"
"2015-05-02 22:00","2015","05","02","22:00","x","8.7","","4.5","","75","","22","","8","","16.1","","94.83","","","","","","NA"
"2015-05-02 23:00","2015","05","02","23:00","x","7.8","","3.7","","75","","29","","17","","16.1","","94.85","","","","","","NA"
"2015-05-03 00:00","2015","05","03","00:00","x","7.4","","3.7","","78","","28","","15","","16.1","","94.90","","","","","","NA"
"2015-05-03 01:00","2015","05","03","01:00","x","5.8","","3.1","","83","","27","","18","","16.1","","94.96","","","","","","NA"
"2015-05-03 02:00","2015","05","03","02:00","x","5.2","","2.7","","84","","28","","21","","16.1","","94.99","","","","","","NA"
"2015-05-03 03:00","2015","05","03","03:00","x","4.5","","2.5","","87","","26","","18","","16.1","","95.03","","","","","","NA"
"2015-05-03 04:00","2015","05","03","04:00","x","3.8","","1.9","","87","","25","","17","","16.1","","95.08","","","","","","NA"
"2015-05-03 05:00","2015","05","03","05:00","x","3.7","","2.0","","89","","27","","18","","16.1","","95.13","","","","","","NA"
"2015-05-03 06:00","2015","05","03","06:00","x","3.7","","2.2","","90","","27","","15","","16.1","","95.17","","","","","","NA"
"2015-05-03 07:00","2015","05","03","07:00","x","6.1","","2.2","","76","","29","","28","","16.1","","95.23","","","","","","NA"
"2015-05-03 08:00","2015","05","03","08:00","x","7.4","","2.6","","71","","29","","28","","16.1","","95.32","","","","","","NA"
"2015-05-03 09:00","2015","05","03","09:00","x","9.2","","2.8","","64","","31","","30","","16.1","","95.38","","","","","","NA"
"2015-05-03 10:00","2015","05","03","10:00","x","10.4","","2.7","","59","","30","","32","","16.1","","95.44","","","","","","NA"
"2015-05-03 11:00","2015","05","03","11:00","x","10.1","","1.7","","56","","30","","28","","16.1","","95.55","","","","","","NA"
"2015-05-03 12:00","2015","05","03","12:00","x","10.4","","1.7","","55","","30","","34","","16.1","","95.62","","","","","","NA"
"2015-05-03 13:00","2015","05","03","13:00","x","11.0","","1.2","","51","","31","","28","","16.1","","95.64","","","","","","NA"
"2015-05-03 14:00","2015","05","03","14:00","x","11.9","","-0.1","","44","","33","","30","","16.1","","95.68","","","","","","NA"
"2015-05-03 15:00","2015","05","03","15:00","x","12.8","","-1.6","","37","","30","","22","","16.1","","95.67","","","","","","NA"
"2015-05-03 16:00","2015","05","03","16:00","x","13.2","","-2.8","","33","","33","","22","","16.1","","95.70","","","","","","NA"
"2015-05-03 17:00","2015","05","03","17:00","x","13.8","","-2.8","","32","","28","","18","","16.1","","95.69","","","","","","NA"
"2015-05-03 18:00","2015","05","03","18:00","x","13.7","","-4.0","","29","","29","","17","","16.1","","95.70","","","","","","NA"
