"Station Name","YORKTON"
"Province","SASKATCHEWAN"
"Latitude","51.26"
"Longitude","-102.46"
"Elevation","498.30"
"Climate Identifier","4019075"
"WMO Identifier","71292"
"TC Identifier","YQV"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"x","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (degC)","Temp Flag","Dew Point Temp (degC)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2013-05-01 00:00","2013","05","01","00:00","x","-4.0","","-5.1","","92","","31","","17","","4.8","","96.25","","","","-10","","NA"
"2013-05-01 01:00","2013","05","01","01:00","x","-4.1","","-5.5","","90","","31","","13","","4.8","","96.33","","","","-9","","NA"
"2013-05-01 02:00","2013","05","01","02:00","x","-4.2","","-5.3","","92","","30","","9","","4.8","","96.36","","","","-8","","NA"
"2013-05-01 03:00","2013","05","01","03:00","x","-4.9","","-6.2","","91","","28","","13","","16.1","","96.41","","","","-10","","NA"
"2013-05-01 04:00","2013","05","01","04:00","x","-6.4","","-7.3","","94","","26","","13","","16.1","","96.48","","","","-12","","NA"
"2013-05-01 05:00","2013","05","01","05:00","x","-6.7","","-7.4","","95","","25","","13","","16.1","","96.54","","","","-12","","NA"
"2013-05-01 06:00","2013","05","01","06:00","x","-6.5","","-7.5","","93","","25","","13","","16.1","","96.61","","","","-12","","NA"
"2013-05-01 07:00","2013","05","01","07:00","x","-5.7","","-7.2","","89","","26","","11","","16.1","","96.70","","","","-10","","NA"
"2013-05-01 08:00","2013","05","01","08:00","x","-4.5","","-6.8","","84","","28","","9","","16.1","","96.82","","","","-8","","NA"
"2013-05-01 09:00","2013","05","01","09:00","x","-2.6","","-7.3","","70","","32","","5","","16.1","","96.94","","","","-5","","NA"
"2013-05-01 10:00","2013","05","01","10:00","x","-1.9","","-8.7","","60","","36","","9","","16.1","","97.02","","","","-5","","NA"
