"Station Name","INDIAN HEAD CDA"
"Province","SASKATCHEWAN"
"Latitude","50.55"
"Longitude","-103.65"
"Elevation","579.10"
"Climate Identifier","4013480"
"WMO Identifier","71515"
"TC Identifier","WBD"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2006-11-01 00:00","2006","11","01","00:00"," ","-6.6","","-7.4","","94","","30","","24","","","","","M","","","-14","","NA"
"2006-11-01 01:00","2006","11","01","01:00"," ","-6.7","","-8.0","","90","","31","","20","","","","","M","","","-14","","NA"
"2006-11-01 02:00","2006","11","01","02:00"," ","-6.9","","-9.2","","84","","31","","24","","","","","M","","","-15","","NA"
"2006-11-01 03:00","2006","11","01","03:00"," ","-7.0","","-9.1","","85","","30","","19","","","","","M","","","-14","","NA"
"2006-11-01 04:00","2006","11","01","04:00"," ","-6.9","","-8.6","","88","","29","","20","","","","","M","","","-14","","NA"
"2006-11-01 05:00","2006","11","01","05:00"," ","-6.8","","-8.5","","88","","29","","22","","","","","M","","","-14","","NA"
"2006-11-01 06:00","2006","11","01","06:00"," ","-7.0","","-8.5","","89","","29","","24","","","","","M","","","-15","","NA"
"2006-11-01 07:00","2006","11","01","07:00"," ","-6.9","","-8.1","","91","","29","","24","","","","","M","","","-15","","NA"
"2006-11-01 08:00","2006","11","01","08:00"," ","-6.9","","-8.1","","91","","29","","28","","","","","M","","","-15","","NA"
"2006-11-01 09:00","2006","11","01","09:00"," ","-7.6","","-9.6","","86","","31","","33","","","","","M","","","-17","","NA"
"2006-11-01 10:00","2006","11","01","10:00"," ","-7.6","","-9.3","","88","","31","","33","","","","","M","","","-17","","NA"
"2006-11-01 11:00","2006","11","01","11:00"," ","-6.7","","-9.0","","84","","31","","30","","","","","M","","","-15","","NA"
"2006-11-01 12:00","2006","11","01","12:00"," ","-6.1","","-8.8","","81","","30","","32","","","","","M","","","-15","","NA"
"2006-11-01 13:00","2006","11","01","13:00"," ","-6.0","","-9.1","","79","","31","","33","","","","","M","","","-15","","NA"
