"Station Name","OUTLOOK PFRA"
"Province","SASKATCHEWAN"
"Latitude","51.48"
"Longitude","-107.05"
"Elevation","541.00"
"Climate Identifier","4055736"
"WMO Identifier","71551"
"TC Identifier","WYE"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2013-06-01 00:00","2013","06","01","00:00"," ","11.5","","7.7","","77","","17","","11","","","","95.53","","","","","","NA"
"2013-06-01 01:00","2013","06","01","01:00"," ","10.4","","7.1","","80","","15","","11","","","","95.57","","","","","","NA"
"2013-06-01 02:00","2013","06","01","02:00"," ","8.9","","6.2","","83","","15","","9","","","","95.60","","","","","","NA"
"2013-06-01 03:00","2013","06","01","03:00"," ","8.6","","5.9","","83","","15","","13","","","","95.61","","","","","","NA"
"2013-06-01 04:00","2013","06","01","04:00"," ","7.1","","5.0","","86","","15","","11","","","","95.63","","","","","","NA"
"2013-06-01 05:00","2013","06","01","05:00"," ","6.9","","5.2","","89","","14","","11","","","","95.66","","","","","","NA"
"2013-06-01 06:00","2013","06","01","06:00"," ","7.7","","5.7","","87","","16","","11","","","","95.66","","","","","","NA"
"2013-06-01 07:00","2013","06","01","07:00"," ","11.8","","7.8","","76","","16","","11","","","","95.64","","","","","","NA"
"2013-06-01 08:00","2013","06","01","08:00"," ","13.9","","7.3","","64","","17","","17","","","","95.64","","","","","","NA"
"2013-06-01 09:00","2013","06","01","09:00"," ","16.4","","7.3","","55","","16","","19","","","","95.64","","","","","","NA"
"2013-06-01 10:00","2013","06","01","10:00"," ","17.5","","7.0","","50","","15","","20","","","","95.65","","","","","","NA"
"2013-06-01 11:00","2013","06","01","11:00"," ","17.8","","6.8","","48","","16","","22","","","","95.65","","","","","","NA"
"2013-06-01 12:00","2013","06","01","12:00"," ","19.8","","6.8","","43","","15","","22","","","","95.62","","","","","","NA"
"2013-06-01 13:00","2013","06","01","13:00"," ","20.4","","5.7","","38","","15","","17","","","","95.56","","","","","","NA"
"2013-06-01 14:00","2013","06","01","14:00"," ","21.4","","4.8","","34","","12","","9","","","","95.52","","","","","","NA"
"2013-06-01 15:00","2013","06","01","15:00"," ","21.5","","4.6","","33","","11","","11","","","","95.47","","","","","","NA"
"2013-06-01 16:00","2013","06","01","16:00"," ","22.6","","5.8","","34","","14","","15","","","","95.43","","","","","","NA"
"2013-06-01 17:00","2013","06","01","17:00"," ","22.2","","4.4","","31","","8","","13","","","","95.38","","","","","","NA"
"2013-06-01 18:00","2013","06","01","18:00"," ","22.4","","4.2","","30","","11","","13","","","","95.37","","","","","","NA"
"2013-06-01 19:00","2013","06","01","19:00"," ","21.0","","4.3","","33","","10","","13","","","","95.35","","","","","","NA"
"2013-06-01 20:00","2013","06","01","20:00"," ","19.1","","5.9","","42","","10","","15","","","","95.37","","","","","","NA"
"2013-06-01 21:00","2013","06","01","21:00"," ","17.2","","6.3","","49","","10","","13","","","","95.39","","","","","","NA"
