"Station Name","YORKTON A"
"Province","SASKATCHEWAN"
"Latitude","51.27"
"Longitude","-102.47"
"Elevation","498.30"
"Climate Identifier","4019080"
"WMO Identifier","71138"
"TC Identifier","YQV"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2001-05-01 00:00","2001","05","01","00:00"," ","10.3","","-0.3","","48","","18","","11","","24.1","","94.05","","","","","","Mostly Cloudy"
"2001-05-01 01:00","2001","05","01","01:00"," ","9.4","","0.0","","52","","18","","11","","24.1","","93.98","","","","","","Mainly Clear"
"2001-05-01 02:00","2001","05","01","02:00"," ","7.7","","-0.1","","58","","19","","13","","24.1","","93.94","","","","","","Mainly Clear"
"2001-05-01 03:00","2001","05","01","03:00"," ","8.0","","0.7","","60","","19","","13","","24.1","","93.88","","","","","","Mostly Cloudy"
"2001-05-01 04:00","2001","05","01","04:00"," ","8.7","","0.6","","57","","23","","17","","24.1","","93.89","","","","","","Mostly Cloudy"
"2001-05-01 05:00","2001","05","01","05:00"," ","8.5","","1.0","","59","","24","","15","","24.1","","93.82","","","","","","Mostly Cloudy"
"2001-05-01 06:00","2001","05","01","06:00"," ","7.1","","1.6","","68","","14","","6","","24.1","","93.80","","","","","","Mostly Cloudy"
"2001-05-01 07:00","2001","05","01","07:00"," ","7.5","","2.9","","73","","12","","9","","24.1","","93.77","","","","","","Cloudy"
"2001-05-01 08:00","2001","05","01","08:00"," ","10.0","","3.8","","65","","18","","11","","24.1","","93.69","","","","","","Cloudy"
"2001-05-01 09:00","2001","05","01","09:00"," ","10.2","","3.9","","65","","23","","15","","24.1","","93.68","","","","","","Cloudy"
