"Station Name","YORKTON"
"Province","SASKATCHEWAN"
"Latitude","51.26"
"Longitude","-102.46"
"Elevation","498.30"
"Climate Identifier","4019085"
"WMO Identifier","71138"
"TC Identifier","YQV"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2007-06-01 00:00","2007","06","01","00:00"," ","11.5","","11.1","","97","","21","","4","","11.3","","95.60","","","","","","Rain"
"2007-06-01 01:00","2007","06","01","01:00"," ","11.5","","11.0","","97","","26","","4","","15.0","","95.58","","","","","","Drizzle"
"2007-06-01 02:00","2007","06","01","02:00"," ","11.4","","10.9","","97","","20","","4","","6.4","","95.58","","","","","",""
"2007-06-01 03:00","2007","06","01","03:00"," ","11.2","","10.6","","96","","","","0","","15.0","","95.54","","","","","",""
"2007-06-01 04:00","2007","06","01","04:00"," ","11.4","","10.8","","96","","18","","6","","15.0","","95.56","","","","","",""
"2007-06-01 05:00","2007","06","01","05:00"," ","11.2","","10.7","","97","","19","","9","","11.3","","95.57","","","","","",""
"2007-06-01 06:00","2007","06","01","06:00"," ","11.3","","10.9","","97","","21","","11","","5.6","","95.59","","","","","",""
"2007-06-01 07:00","2007","06","01","07:00"," ","12.1","","11.4","","95","","21","","9","","15.0","","95.60","","","","","",""
"2007-06-01 08:00","2007","06","01","08:00"," ","12.8","","12.1","","96","","23","","9","","6.4","","95.59","","","","","",""
"2007-06-01 09:00","2007","06","01","09:00"," ","13.9","","12.9","","94","","25","","13","","15.0","","95.61","","","","","",""
"2007-06-01 10:00","2007","06","01","10:00"," ","14.5","","13.0","","91","","27","","11","","15.0","","95.60","","","","","",""
"2007-06-01 11:00","2007","06","01","11:00"," ","15.8","","13.2","","85","","28","","9","","15.0","","95.59","","","","","",""
"2007-06-01 12:00","2007","06","01","12:00"," ","16.7","","13.3","","80","","32","","9","","15.0","","95.56","","","","","",""
"2007-06-01 13:00","2007","06","01","13:00"," ","17.2","","13.1","","77","","31","","7","","15.0","","95.55","","","","","",""
"2007-06-01 14:00","2007","06","01","14:00"," ","17.1","","13.0","","77","","30","","13","","15.0","","95.54","","","","","",""
"2007-06-01 15:00","2007","06","01","15:00"," ","17.4","","13.6","","78","","29","","9","","15.0","","95.52","","","","","",""
"2007-06-01 16:00","2007","06","01","16:00"," ","17.7","","13.2","","75","","30","","11","","15.0","","95.51","","","","","",""
"2007-06-01 17:00","2007","06","01","17:00"," ","17.5","","13.2","","76","","26","","9","","15.0","","95.50","","","","","",""
"2007-06-01 18:00","2007","06","01","18:00"," ","17.3","","13.8","","80","","31","","15","","15.0","","95.46","","","","","",""
"2007-06-01 19:00","2007","06","01","19:00"," ","16.7","","13.6","","82","","29","","9","","15.0","","95.46","","","","","",""
"2007-06-01 20:00","2007","06","01","20:00"," ","16.4","","13.9","","85","","29","","6","","15.0","","95.44","","","","","",""
"2007-06-01 21:00","2007","06","01","21:00"," ","15.2","","13.6","","90","","32","","7","","15.0","","95.45","","","","","",""
"2007-06-01 22:00","2007","06","01","22:00"," ","15.0","","13.5","","91","","","","0","","15.0","","95.49","","","","","",""
"2007-06-01 23:00","2007","06","01","23:00"," ","15.1","","13.7","","91","","29","","4","","15.0","","95.50","","","","","","Rain"
"2007-06-02 00:00","2007","06","02","00:00"," ","14.7","","13.8","","94","","28","","4","","15.0","","95.49","","","","","","Rain"
"2007-06-02 01:00","2007","06","02","01:00"," ","14.3","","13.6","","96","","","","0","","15.0","","95.47","","","","","","Rain"
"2007-06-02 02:00","2007","06","02","02:00"," ","13.9","","13.7","","99","","30","","7","","14.5","","95.46","","","","","",""
"2007-06-02 03:00","2007","06","02","03:00"," ","13.0","","13.0","","100","","29","","6","","4.8","","95.46","","","","","",""
"2007-06-02 04:00","2007","06","02","04:00"," ","12.1","","11.9","","99","","","","0","","0.3","","95.48","","","","","",""
"2007-06-02 05:00","2007","06","02","05:00"," ","11.1","","10.8","","98","","26","","4","","0.3","","95.49","","","","","",""
"2007-06-02 06:00","2007","06","02","06:00"," ","12.2","","12.2","","100","","25","","6","","15.0","","95.49","","","","","",""
"2007-06-02 07:00","2007","06","02","07:00"," ","15.2","","13.4","","89","","27","","7","","15.0","","95.48","","","","","",""
"2007-06-02 08:00","2007","06","02","08:00"," ","18.2","","14.3","","78","","30","","7","","15.0","","95.47","","","","","",""
"2007-06-02 09:00","2007","06","02","09:00"," ","19.6","","14.3","","71","","30","","15","","15.0","","95.48","","","","","",""
"2007-06-02 10:00","2007","06","02","10:00"," ","21.2","","14.2","","64","","32","","9","","15.0","","95.46","","25","","","",""
"2007-06-02 11:00","2007","06","02","11:00"," ","23.0","","13.2","","54","","31","","11","","15.0","","95.45","","26","","","",""
"2007-06-02 12:00","2007","06","02","12:00"," ","24.4","","13.4","","50","","33","","13","","15.0","","95.41","","27","","","",""
"2007-06-02 13:00","2007","06","02","13:00"," ","25.0","","11.8","","44","","31","","15","","15.0","","95.40","","27","","","",""
"2007-06-02 14:00","2007","06","02","14:00"," ","25.8","","11.6","","41","","34","","11","","15.0","","95.37","","28","","","",""
"2007-06-02 15:00","2007","06","02","15:00"," ","26.5","","11.7","","40","","1","","9","","15.0","","95.35","","29","","","",""
"2007-06-02 16:00","2007","06","02","16:00"," ","26.3","","10.5","","37","","36","","13","","15.0","","95.34","","28","","","",""
"2007-06-02 17:00","2007","06","02","17:00"," ","26.6","","11.1","","38","","34","","4","","15.0","","95.31","","28","","","",""
"2007-06-02 18:00","2007","06","02","18:00"," ","23.2","","10.0","","43","","33","","17","","15.0","","95.37","","","","","",""
"2007-06-02 19:00","2007","06","02","19:00"," ","20.8","","13.1","","61","","19","","11","","15.0","","95.45","","","","","",""
"2007-06-02 20:00","2007","06","02","20:00"," ","20.5","","11.7","","57","","17","","9","","15.0","","95.41","","","","","",""
"2007-06-02 21:00","2007","06","02","21:00"," ","17.4","","12.4","","72","","17","","6","","15.0","","95.41","","","","","",""
"2007-06-02 22:00","2007","06","02","22:00"," ","17.0","","12.7","","76","","23","","11","","15.0","","95.44","","","","","",""
"2007-06-02 23:00","2007","06","02","23:00"," ","14.7","","12.5","","87","","26","","15","","15.0","","95.44","","","","","",""
"2007-06-03 00:00","2007","06","03","00:00"," ","14.8","","12.6","","87","","25","","13","","15.0","","95.46","","","","","",""
"2007-06-03 01:00","2007","06","03","01:00"," ","15.5","","13.1","","86","","28","","4","","15.0","","95.45","","","","","",""
"2007-06-03 02:00","2007","06","03","02:00"," ","13.9","","12.2","","89","","3","","17","","15.0","","95.49","","","","","",""
"2007-06-03 03:00","2007","06","03","03:00"," ","14.2","","12.4","","89","","35","","4","","15.0","","95.48","","","","","",""
"2007-06-03 04:00","2007","06","03","04:00"," ","13.7","","12.2","","91","","30","","6","","15.0","","95.50","","","","","",""
"2007-06-03 05:00","2007","06","03","05:00"," ","13.7","","12.2","","91","","31","","7","","15.0","","95.52","","","","","",""
"2007-06-03 06:00","2007","06","03","06:00"," ","15.3","","13.3","","88","","","","0","","15.0","","95.52","","","","","",""
"2007-06-03 07:00","2007","06","03","07:00"," ","18.1","","13.3","","74","","22","","6","","15.0","","95.51","","","","","",""
"2007-06-03 08:00","2007","06","03","08:00"," ","20.5","","14.5","","68","","32","","6","","15.0","","95.54","","","","","",""
"2007-06-03 09:00","2007","06","03","09:00"," ","22.3","","13.3","","57","","1","","15","","15.0","","95.55","","25","","","",""
"2007-06-03 10:00","2007","06","03","10:00"," ","23.8","","13.0","","51","","36","","15","","15.0","","95.56","","27","","","",""
"2007-06-03 11:00","2007","06","03","11:00"," ","25.0","","13.7","","49","","34","","15","","15.0","","95.55","","28","","","",""
"2007-06-03 12:00","2007","06","03","12:00"," ","25.4","","13.0","","46","","36","","15","","15.0","","95.53","","28","","","",""
"2007-06-03 13:00","2007","06","03","13:00"," ","24.8","","12.5","","46","","35","","17","","15.0","","95.51","","27","","","",""
"2007-06-03 14:00","2007","06","03","14:00"," ","26.4","","12.8","","43","","33","","17","","15.0","","95.47","","29","","","",""
"2007-06-03 15:00","2007","06","03","15:00"," ","25.6","","13.8","","48","","31","","9","","15.0","","95.43","","29","","","",""
"2007-06-03 16:00","2007","06","03","16:00"," ","25.7","","13.7","","47","","31","","15","","15.0","","95.41","","29","","","",""
"2007-06-03 17:00","2007","06","03","17:00"," ","17.5","","13.4","","77","","1","","22","","15.0","","95.46","","","","","","Rain"
"2007-06-03 18:00","2007","06","03","18:00"," ","16.4","","14.3","","87","","35","","24","","6.4","","95.65","","","","","","Moderate Rain"
"2007-06-03 19:00","2007","06","03","19:00"," ","16.4","","13.1","","81","","5","","30","","15.0","","95.56","","","","","",""
"2007-06-03 20:00","2007","06","03","20:00"," ","16.0","","13.2","","83","","2","","15","","15.0","","95.59","","","","","",""
"2007-06-03 21:00","2007","06","03","21:00"," ","14.3","","11.5","","83","","1","","17","","15.0","","95.66","","","","","",""
"2007-06-03 22:00","2007","06","03","22:00"," ","12.7","","11.0","","89","","34","","13","","15.0","","95.71","","","","","",""
"2007-06-03 23:00","2007","06","03","23:00"," ","12.0","","10.8","","92","","34","","11","","15.0","","95.73","","","","","",""
"2007-06-04 00:00","2007","06","04","00:00"," ","12.2","","10.7","","91","","31","","6","","15.0","","95.74","","","","","",""
"2007-06-04 01:00","2007","06","04","01:00"," ","10.7","","9.7","","94","","29","","9","","15.0","","95.76","","","","","",""
"2007-06-04 02:00","2007","06","04","02:00"," ","10.4","","9.8","","96","","30","","9","","15.0","","95.78","","","","","",""
"2007-06-04 03:00","2007","06","04","03:00"," ","10.2","","9.7","","97","","30","","7","","15.0","","95.81","","","","","",""
"2007-06-04 04:00","2007","06","04","04:00"," ","9.7","","9.3","","97","","30","","7","","14.5","","95.81","","","","","",""
"2007-06-04 05:00","2007","06","04","05:00"," ","9.3","","8.9","","97","","34","","11","","12.9","","95.85","","","","","",""
"2007-06-04 06:00","2007","06","04","06:00"," ","10.7","","9.6","","93","","35","","13","","15.0","","95.91","","","","","",""
"2007-06-04 07:00","2007","06","04","07:00"," ","11.5","","8.3","","81","","1","","22","","15.0","","95.98","","","","","",""
"2007-06-04 08:00","2007","06","04","08:00"," ","12.3","","7.9","","74","","2","","24","","15.0","","96.03","","","","","",""
"2007-06-04 09:00","2007","06","04","09:00"," ","13.2","","7.8","","70","","2","","19","","15.0","","96.06","","","","","",""
"2007-06-04 10:00","2007","06","04","10:00"," ","14.6","","7.6","","63","","1","","17","","15.0","","96.06","","","","","",""
"2007-06-04 11:00","2007","06","04","11:00"," ","14.7","","7.3","","61","","1","","17","","15.0","","96.04","","","","","",""
"2007-06-04 12:00","2007","06","04","12:00"," ","16.1","","4.7","","47","","35","","26","","15.0","","96.01","","","","","",""
"2007-06-04 13:00","2007","06","04","13:00"," ","16.3","","2.5","","39","","1","","22","","15.0","","96.01","","","","","",""
"2007-06-04 14:00","2007","06","04","14:00"," ","16.9","","2.7","","39","","36","","19","","15.0","","95.96","","","","","",""
"2007-06-04 15:00","2007","06","04","15:00"," ","17.2","","1.6","","35","","35","","24","","15.0","","95.93","","","","","",""
"2007-06-04 16:00","2007","06","04","16:00"," ","18.1","","2.4","","35","","35","","20","","15.0","","95.89","","","","","",""
"2007-06-04 17:00","2007","06","04","17:00"," ","17.2","","1.8","","35","","2","","13","","15.0","","95.85","","","","","",""
"2007-06-04 18:00","2007","06","04","18:00"," ","17.1","","2.4","","37","","3","","13","","15.0","","95.80","","","","","",""
"2007-06-04 19:00","2007","06","04","19:00"," ","15.9","","3.6","","44","","3","","4","","15.0","","95.75","","","","","",""
"2007-06-04 20:00","2007","06","04","20:00"," ","14.6","","5.7","","55","","3","","7","","15.0","","95.73","","","","","",""
"2007-06-04 21:00","2007","06","04","21:00"," ","12.8","","4.1","","55","","7","","6","","15.0","","95.70","","","","","",""
"2007-06-04 22:00","2007","06","04","22:00"," ","11.7","","2.4","","53","","","","0","","15.0","","95.70","","","","","",""
"2007-06-04 23:00","2007","06","04","23:00"," ","8.3","","3.1","","70","","11","","13","","15.0","","95.68","","","","","",""
"2007-06-05 00:00","2007","06","05","00:00"," ","8.3","","3.9","","74","","16","","13","","15.0","","95.62","","","","","",""
"2007-06-05 01:00","2007","06","05","01:00"," ","7.0","","3.5","","78","","16","","11","","15.0","","95.60","","","","","",""
"2007-06-05 02:00","2007","06","05","02:00"," ","6.3","","3.3","","81","","17","","13","","15.0","","95.56","","","","","",""
"2007-06-05 03:00","2007","06","05","03:00"," ","5.5","","3.1","","85","","18","","13","","15.0","","95.50","","","","","",""
"2007-06-05 04:00","2007","06","05","04:00"," ","5.6","","2.9","","83","","18","","11","","15.0","","95.45","","","","","",""
"2007-06-05 05:00","2007","06","05","05:00"," ","5.4","","2.9","","84","","17","","13","","15.0","","95.36","","","","","",""
"2007-06-05 06:00","2007","06","05","06:00"," ","6.6","","3.7","","82","","18","","15","","15.0","","95.28","","","","","",""
"2007-06-05 07:00","2007","06","05","07:00"," ","9.4","","4.5","","71","","19","","19","","15.0","","95.21","","","","","",""
"2007-06-05 08:00","2007","06","05","08:00"," ","11.2","","4.1","","62","","18","","19","","15.0","","95.13","","","","","",""
"2007-06-05 09:00","2007","06","05","09:00"," ","13.9","","5.4","","56","","20","","13","","15.0","","95.03","","","","","",""
"2007-06-05 10:00","2007","06","05","10:00"," ","16.2","","5.1","","48","","15","","15","","15.0","","94.90","","","","","",""
"2007-06-05 11:00","2007","06","05","11:00"," ","17.7","","4.6","","42","","23","","13","","15.0","","94.80","","","","","",""
"2007-06-05 12:00","2007","06","05","12:00"," ","18.9","","5.6","","42","","21","","13","","15.0","","94.70","","","","","",""
"2007-06-05 13:00","2007","06","05","13:00"," ","20.0","","5.0","","37","","20","","7","","15.0","","94.62","","","","","",""
"2007-06-05 14:00","2007","06","05","14:00"," ","21.0","","7.3","","41","","34","","4","","15.0","","94.52","","","","","",""
"2007-06-05 15:00","2007","06","05","15:00"," ","21.9","","7.8","","40","","12","","11","","15.0","","94.42","","","","","",""
"2007-06-05 16:00","2007","06","05","16:00"," ","22.6","","7.7","","38","","16","","9","","15.0","","94.32","","","","","",""
"2007-06-05 17:00","2007","06","05","17:00"," ","22.2","","7.8","","40","","34","","4","","15.0","","94.24","","","","","",""
"2007-06-05 18:00","2007","06","05","18:00"," ","22.7","","8.6","","40","","","","0","","15.0","","94.16","","","","","",""
"2007-06-05 19:00","2007","06","05","19:00"," ","22.3","","9.0","","43","","13","","7","","15.0","","94.10","","","","","",""
"2007-06-05 20:00","2007","06","05","20:00"," ","19.9","","9.0","","49","","13","","13","","15.0","","94.04","","","","","",""
"2007-06-05 21:00","2007","06","05","21:00"," ","16.6","","9.4","","62","","11","","11","","15.0","","94.01","","","","","",""
"2007-06-05 22:00","2007","06","05","22:00"," ","15.0","","9.5","","70","","12","","9","","15.0","","93.96","","","","","",""
"2007-06-05 23:00","2007","06","05","23:00"," ","14.2","","9.8","","75","","14","","11","","15.0","","93.92","","","","","",""
"2007-06-06 00:00","2007","06","06","00:00"," ","12.4","","9.9","","85","","7","","6","","15.0","","93.85","","","","","",""
"2007-06-06 01:00","2007","06","06","01:00"," ","12.2","","9.3","","82","","5","","17","","15.0","","93.90","","","","","",""
"2007-06-06 02:00","2007","06","06","02:00"," ","10.7","","8.9","","89","","4","","13","","15.0","","93.89","","","","","",""
"2007-06-06 03:00","2007","06","06","03:00"," ","10.9","","7.8","","81","","5","","20","","15.0","","93.87","","","","","",""
"2007-06-06 04:00","2007","06","06","04:00"," ","10.6","","7.3","","80","","5","","26","","15.0","","93.86","","","","","",""
"2007-06-06 05:00","2007","06","06","05:00"," ","10.6","","7.2","","79","","8","","19","","15.0","","93.83","","","","","",""
"2007-06-06 06:00","2007","06","06","06:00"," ","11.1","","7.9","","81","","9","","19","","15.0","","93.81","","","","","",""
"2007-06-06 07:00","2007","06","06","07:00"," ","11.8","","8.7","","81","","7","","26","","15.0","","93.84","","","","","",""
"2007-06-06 08:00","2007","06","06","08:00"," ","13.0","","9.1","","77","","7","","28","","15.0","","93.79","","","","","",""
"2007-06-06 09:00","2007","06","06","09:00"," ","13.5","","9.3","","76","","7","","30","","15.0","","93.80","","","","","",""
"2007-06-06 10:00","2007","06","06","10:00"," ","13.2","","8.3","","72","","7","","33","","15.0","","93.81","","","","","",""
"2007-06-06 11:00","2007","06","06","11:00"," ","13.2","","8.3","","72","","6","","32","","15.0","","93.85","","","","","",""
"2007-06-06 12:00","2007","06","06","12:00"," ","13.0","","7.9","","71","","6","","35","","15.0","","93.88","","","","","",""
"2007-06-06 13:00","2007","06","06","13:00"," ","13.1","","7.8","","70","","4","","32","","15.0","","93.89","","","","","",""
"2007-06-06 14:00","2007","06","06","14:00"," ","13.3","","7.6","","68","","6","","35","","15.0","","93.94","","","","","",""
"2007-06-06 15:00","2007","06","06","15:00"," ","12.8","","7.0","","68","","5","","32","","15.0","","93.96","","","","","",""
"2007-06-06 16:00","2007","06","06","16:00"," ","12.7","","5.1","","60","","6","","32","","15.0","","94.01","","","","","",""
"2007-06-06 17:00","2007","06","06","17:00"," ","12.2","","5.9","","65","","5","","35","","15.0","","94.04","","","","","",""
"2007-06-06 18:00","2007","06","06","18:00"," ","11.7","","7.8","","77","","4","","30","","15.0","","94.09","","","","","",""
"2007-06-06 19:00","2007","06","06","19:00"," ","10.8","","7.9","","82","","4","","32","","15.0","","94.12","","","","","","Rain"
"2007-06-06 20:00","2007","06","06","20:00"," ","10.9","","6.6","","75","","4","","24","","15.0","","94.15","","","","","",""
"2007-06-06 21:00","2007","06","06","21:00"," ","10.9","","4.9","","66","","4","","22","","15.0","","94.21","","","","","",""
"2007-06-06 22:00","2007","06","06","22:00"," ","10.6","","4.2","","65","","3","","19","","15.0","","94.25","","","","","",""
"2007-06-06 23:00","2007","06","06","23:00"," ","10.4","","3.5","","62","","3","","17","","15.0","","94.27","","","","","",""
"2007-06-07 00:00","2007","06","07","00:00"," ","9.2","","4.1","","70","","1","","15","","15.0","","94.29","","","","","",""
"2007-06-07 01:00","2007","06","07","01:00"," ","7.6","","3.6","","76","","36","","17","","15.0","","94.25","","","","","",""
"2007-06-07 02:00","2007","06","07","02:00"," ","6.8","","1.9","","71","","36","","20","","15.0","","94.27","","","","","",""
"2007-06-07 03:00","2007","06","07","03:00"," ","5.3","","0.7","","72","","36","","20","","15.0","","94.27","","","","","",""
"2007-06-07 04:00","2007","06","07","04:00"," ","4.9","","0.6","","74","","36","","19","","15.0","","94.32","","","","","",""
"2007-06-07 05:00","2007","06","07","05:00"," ","4.8","","0.4","","73","","35","","19","","15.0","","94.36","","","","","",""
"2007-06-07 06:00","2007","06","07","06:00"," ","5.7","","1.6","","75","","35","","15","","15.0","","94.41","","","","","",""
"2007-06-07 07:00","2007","06","07","07:00"," ","7.9","","1.8","","65","","35","","22","","15.0","","94.45","","","","","",""
"2007-06-07 08:00","2007","06","07","08:00"," ","9.7","","1.6","","57","","35","","33","","15.0","","94.43","","","","","",""
