"Station Name","INDIAN HEAD CDA"
"Province","SASKATCHEWAN"
"Latitude","50.55"
"Longitude","-103.65"
"Elevation","579.10"
"Climate Identifier","4013480"
"WMO Identifier","71515"
"TC Identifier","WBD"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2004-07-01 00:00","2004","07","01","00:00"," ","9.9","","7.6","","86","","14","","4","","","M","","M","","","","","NA"
"2004-07-01 01:00","2004","07","01","01:00"," ","10.0","","8.3","","89","","10","","7","","","M","","M","","","","","NA"
"2004-07-01 02:00","2004","07","01","02:00"," ","7.9","","7.3","","96","","11","","7","","","M","","M","","","","","NA"
"2004-07-01 03:00","2004","07","01","03:00"," ","8.7","","8.7","","100","","9","","11","","","M","","M","","","","","NA"
"2004-07-01 04:00","2004","07","01","04:00"," ","7.6","","7.6","","100","","10","","4","","","M","","M","","","","","NA"
"2004-07-01 05:00","2004","07","01","05:00"," ","8.8","","8.8","","100","","8","","9","","","M","","M","","","","","NA"
"2004-07-01 06:00","2004","07","01","06:00"," ","9.8","","9.8","","100","","10","","6","","","M","","M","","","","","NA"
"2004-07-01 07:00","2004","07","01","07:00"," ","12.5","","12.1","","97","","12","","6","","","M","","M","","","","","NA"
"2004-07-01 08:00","2004","07","01","08:00"," ","15.0","","12.9","","87","","14","","11","","","M","","M","","","","","NA"
"2004-07-01 09:00","2004","07","01","09:00"," ","16.0","","12.6","","80","","18","","19","","","M","","M","","","","","NA"
