"Station Name","YORKTON"
"Province","SASKATCHEWAN"
"Latitude","51.26"
"Longitude","-102.46"
"Elevation","498.30"
"Climate Identifier","4019085"
"WMO Identifier","71138"
"TC Identifier","YQV"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2008-11-01 00:00","2008","11","01","00:00"," ","0.9","","-3.1","","75","","13","","17","","15.0","","96.48","","","","","",""
"2008-11-01 01:00","2008","11","01","01:00"," ","1.2","","-2.9","","74","","13","","17","","15.0","","96.42","","","","","",""
"2008-11-01 02:00","2008","11","01","02:00"," ","1.2","","-2.7","","75","","13","","15","","15.0","","96.36","","","","","",""
"2008-11-01 03:00","2008","11","01","03:00"," ","0.9","","-2.8","","76","","13","","15","","15.0","","96.30","","","","","",""
"2008-11-01 04:00","2008","11","01","04:00"," ","1.5","","-2.6","","74","","14","","17","","15.0","","96.24","","","","","",""
"2008-11-01 05:00","2008","11","01","05:00"," ","2.0","","-2.4","","73","","14","","19","","15.0","","96.18","","","","","",""
"2008-11-01 06:00","2008","11","01","06:00"," ","2.4","","-2.2","","72","","14","","20","","15.0","","96.10","","","","","",""
"2008-11-01 07:00","2008","11","01","07:00"," ","2.6","","-2.1","","71","","14","","26","","15.0","","95.99","","","","","",""
"2008-11-01 08:00","2008","11","01","08:00"," ","2.8","","-1.9","","71","","15","","26","","15.0","","95.98","","","","","",""
"2008-11-01 09:00","2008","11","01","09:00"," ","3.1","","-1.8","","70","","16","","32","","15.0","","95.90","","","","","",""
"2008-11-01 10:00","2008","11","01","10:00"," ","3.8","","-1.5","","68","","15","","26","","15.0","","95.84","","","","","",""
"2008-11-01 11:00","2008","11","01","11:00"," ","4.9","","-1.1","","65","","15","","26","","15.0","","95.77","","","","","",""
"2008-11-01 12:00","2008","11","01","12:00"," ","6.2","","-0.5","","62","","16","","20","","15.0","","95.72","","","","","","Rain"
"2008-11-01 13:00","2008","11","01","13:00"," ","7.4","","0.1","","60","","16","","19","","15.0","","95.64","","","","","",""
"2008-11-01 14:00","2008","11","01","14:00"," ","8.5","","0.7","","58","","17","","19","","15.0","","95.57","","","","","",""
"2008-11-01 15:00","2008","11","01","15:00"," ","10.4","","1.8","","55","","17","","20","","15.0","","95.43","","","","","",""
"2008-11-01 16:00","2008","11","01","16:00"," ","11.2","","2.1","","53","","16","","22","","15.0","","95.34","","","","","",""
"2008-11-01 17:00","2008","11","01","17:00"," ","10.4","","1.9","","56","","16","","20","","15.0","","95.29","","","","","",""
"2008-11-01 18:00","2008","11","01","18:00"," ","8.2","","1.1","","61","","17","","19","","15.0","","95.27","","","","","",""
"2008-11-01 19:00","2008","11","01","19:00"," ","6.3","","0.6","","67","","17","","17","","15.0","","95.20","","","","","",""
"2008-11-01 20:00","2008","11","01","20:00"," ","6.0","","0.7","","69","","17","","22","","15.0","","95.10","","","","","",""
"2008-11-01 21:00","2008","11","01","21:00"," ","6.3","","1.5","","71","","19","","20","","15.0","","95.08","","","","","",""
"2008-11-01 22:00","2008","11","01","22:00"," ","6.5","","1.5","","70","","23","","13","","15.0","","95.11","","","","","",""
"2008-11-01 23:00","2008","11","01","23:00"," ","4.1","","0.2","","76","","28","","15","","15.0","","95.12","","","","","",""
"2008-11-02 00:00","2008","11","02","00:00"," ","4.2","","0.1","","75","","28","","19","","15.0","","95.15","","","","","",""
"2008-11-02 01:00","2008","11","02","01:00"," ","2.7","","-1.0","","77","","29","","15","","15.0","","95.18","","","","","",""
"2008-11-02 02:00","2008","11","02","02:00"," ","1.6","","-1.4","","80","","28","","17","","15.0","","95.23","","","","","",""
"2008-11-02 03:00","2008","11","02","03:00"," ","0.3","","-2.4","","82","","27","","17","","15.0","","95.27","","","","","",""
"2008-11-02 04:00","2008","11","02","04:00"," ","-1.2","","-3.2","","86","","28","","15","","15.0","","95.28","","","","-6","",""
"2008-11-02 05:00","2008","11","02","05:00"," ","-1.6","","-3.6","","86","","27","","13","","15.0","","95.28","","","","-6","",""
"2008-11-02 06:00","2008","11","02","06:00"," ","-2.5","","-4.3","","87","","26","","15","","15.0","","95.29","","","","-7","",""
"2008-11-02 07:00","2008","11","02","07:00"," ","-2.7","","-4.4","","88","","27","","13","","15.0","","95.26","","","","-7","",""
"2008-11-02 08:00","2008","11","02","08:00"," ","-2.4","","-4.3","","87","","26","","13","","15.0","","95.33","","","","-7","",""
"2008-11-02 09:00","2008","11","02","09:00"," ","-0.8","","-3.2","","84","","","","0","","15.0","","95.33","","","","","",""
"2008-11-02 10:00","2008","11","02","10:00"," ","2.5","","-1.2","","77","","28","","9","","15.0","","95.39","","","","","",""
"2008-11-02 11:00","2008","11","02","11:00"," ","4.8","","-0.9","","67","","29","","6","","15.0","","95.34","","","","","",""
"2008-11-02 12:00","2008","11","02","12:00"," ","5.9","","-0.9","","62","","6","","6","","15.0","","95.26","","","","","",""
"2008-11-02 13:00","2008","11","02","13:00"," ","7.9","","-0.4","","56","","","","0","","15.0","","95.22","","","","","",""
"2008-11-02 14:00","2008","11","02","14:00"," ","8.9","","-0.2","","53","","12","","6","","15.0","","95.16","","","","","",""
"2008-11-02 15:00","2008","11","02","15:00"," ","8.9","","-0.1","","53","","13","","11","","15.0","","95.14","","","","","",""
"2008-11-02 16:00","2008","11","02","16:00"," ","9.0","","-0.1","","53","","16","","11","","15.0","","95.10","","","","","",""
"2008-11-02 17:00","2008","11","02","17:00"," ","6.5","","-0.6","","60","","14","","7","","15.0","","95.07","","","","","",""
"2008-11-02 18:00","2008","11","02","18:00"," ","3.1","","-2.1","","69","","13","","11","","15.0","","95.03","","","","","",""
"2008-11-02 19:00","2008","11","02","19:00"," ","2.7","","-1.8","","72","","12","","15","","15.0","","94.99","","","","","",""
"2008-11-02 20:00","2008","11","02","20:00"," ","2.9","","-1.2","","74","","13","","11","","15.0","","94.93","","","","","",""
"2008-11-02 21:00","2008","11","02","21:00"," ","4.0","","-0.6","","72","","13","","11","","15.0","","94.89","","","","","",""
"2008-11-02 22:00","2008","11","02","22:00"," ","4.5","","-0.5","","70","","13","","11","","15.0","","94.86","","","","","",""
"2008-11-02 23:00","2008","11","02","23:00"," ","4.9","","0.0","","71","","12","","13","","15.0","","94.78","","","","","",""
"2008-11-03 00:00","2008","11","03","00:00"," ","5.3","","0.4","","71","","12","","11","","15.0","","94.72","","","","","",""
"2008-11-03 01:00","2008","11","03","01:00"," ","5.6","","0.8","","71","","12","","13","","15.0","","94.67","","","","","",""
"2008-11-03 02:00","2008","11","03","02:00"," ","5.9","","1.2","","72","","12","","11","","15.0","","94.56","","","","","",""
"2008-11-03 03:00","2008","11","03","03:00"," ","6.5","","1.7","","71","","12","","15","","15.0","","94.48","","","","","",""
"2008-11-03 04:00","2008","11","03","04:00"," ","6.9","","1.9","","70","","9","","15","","15.0","","94.26","","","","","",""
"2008-11-03 05:00","2008","11","03","05:00"," ","6.8","","1.9","","71","","9","","9","","15.0","","94.21","","","","","",""
"2008-11-03 06:00","2008","11","03","06:00"," ","5.1","","1.3","","76","","8","","11","","15.0","","94.12","","","","","",""
"2008-11-03 07:00","2008","11","03","07:00"," ","4.6","","1.2","","79","","10","","7","","15.0","","94.08","","","","","",""
"2008-11-03 08:00","2008","11","03","08:00"," ","4.8","","1.4","","79","","12","","15","","15.0","","94.00","","","","","",""
"2008-11-03 09:00","2008","11","03","09:00"," ","5.2","","1.7","","78","","13","","9","","15.0","","93.98","","","","","",""
"2008-11-03 10:00","2008","11","03","10:00"," ","6.2","","2.2","","76","","14","","19","","15.0","","93.88","","","","","",""
"2008-11-03 11:00","2008","11","03","11:00"," ","8.4","","3.5","","71","","16","","19","","15.0","","93.87","","","","","",""
