"Station Name","YORKTON A"
"Province","SASKATCHEWAN"
"Latitude","51.27"
"Longitude","-102.47"
"Elevation","498.30"
"Climate Identifier","4019080"
"WMO Identifier","71138"
"TC Identifier","YQV"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"1998-10-01 00:00","1998","10","01","00:00"," ","-0.2","","-1.5","","91","","23","","9","","24.1","","96.61","","","","-3","","Clear"
"1998-10-01 01:00","1998","10","01","01:00"," ","-1.0","","-2.0","","93","","22","","7","","24.1","","96.61","","","","-4","","Clear"
"1998-10-01 02:00","1998","10","01","02:00"," ","-1.0","","-2.3","","91","","24","","6","","24.1","","96.61","","","","-3","","Clear"
"1998-10-01 03:00","1998","10","01","03:00"," ","-1.4","","-2.7","","91","","24","","11","","24.1","","96.57","","","","-5","","Clear"
"1998-10-01 04:00","1998","10","01","04:00"," ","-1.6","","-2.7","","92","","23","","11","","24.1","","96.61","","","","-5","","Clear"
"1998-10-01 05:00","1998","10","01","05:00"," ","-3.0","","-3.7","","95","","","","0","","24.1","","96.64","","","","","","Clear"
"1998-10-01 06:00","1998","10","01","06:00"," ","-3.6","","-4.4","","94","","","","0","","24.1","","96.64","","","","","","Clear"
"1998-10-01 07:00","1998","10","01","07:00"," ","-3.6","","-4.6","","93","","17","","4","","19.3","","96.61","","","","-5","","Clear"
"1998-10-01 08:00","1998","10","01","08:00"," ","-1.5","","-2.6","","92","","","","0","","19.3","","96.61","","","","","","Clear"
"1998-10-01 09:00","1998","10","01","09:00"," ","2.1","","0.2","","87","","","","0","","19.3","","96.61","","","","","","Clear"
"1998-10-01 10:00","1998","10","01","10:00"," ","6.2","","1.8","","73","","18","","4","","24.1","","96.57","","","","","","Clear"
"1998-10-01 11:00","1998","10","01","11:00"," ","8.1","","0.1","","57","","16","","6","","24.1","","96.57","","","","","","Clear"
"1998-10-01 12:00","1998","10","01","12:00"," ","9.8","","-1.0","","47","","12","","13","","24.1","","96.54","","","","","","Clear"
"1998-10-01 13:00","1998","10","01","13:00"," ","10.9","","-2.7","","38","","19","","9","","24.1","","96.48","","","","","","Clear"
"1998-10-01 14:00","1998","10","01","14:00"," ","11.6","","-3.0","","36","","16","","9","","24.1","","96.41","","","","","","Clear"
"1998-10-01 15:00","1998","10","01","15:00"," ","11.9","","-3.9","","33","","13","","15","","24.1","","96.35","","","","","","Clear"
"1998-10-01 16:00","1998","10","01","16:00"," ","12.0","","-3.5","","34","","13","","13","","24.1","","96.32","","","","","","Clear"
"1998-10-01 17:00","1998","10","01","17:00"," ","11.4","","-3.9","","34","","12","","15","","24.1","","96.28","","","","","","Mainly Clear"
"1998-10-01 18:00","1998","10","01","18:00"," ","8.8","","-2.3","","46","","12","","9","","24.1","","96.28","","","","","","Mostly Cloudy"
"1998-10-01 19:00","1998","10","01","19:00"," ","5.8","","-2.5","","55","","13","","9","","24.1","","96.28","","","","","","Mainly Clear"
"1998-10-01 20:00","1998","10","01","20:00"," ","5.0","","-2.9","","57","","12","","7","","24.1","","96.28","","","","","","Clear"
"1998-10-01 21:00","1998","10","01","21:00"," ","4.0","","-3.2","","59","","13","","11","","24.1","","96.28","","","","","","Clear"
"1998-10-01 22:00","1998","10","01","22:00"," ","3.0","","-2.7","","66","","14","","13","","24.1","","96.32","","","","","","Clear"
"1998-10-01 23:00","1998","10","01","23:00"," ","2.3","","-1.9","","74","","14","","9","","24.1","","96.32","","","","","","Clear"
"1998-10-02 00:00","1998","10","02","00:00"," ","0.8","","-1.8","","83","","13","","11","","24.1","","96.32","","","","","","Clear"
"1998-10-02 01:00","1998","10","02","01:00"," ","0.0","","-2.1","","86","","12","","9","","24.1","","96.32","","","","-3","","Clear"
"1998-10-02 02:00","1998","10","02","02:00"," ","0.8","","-2.1","","81","","13","","9","","24.1","","96.28","","","","","","Clear"
"1998-10-02 03:00","1998","10","02","03:00"," ","0.1","","-2.8","","81","","12","","9","","24.1","","96.28","","","","","","Clear"
"1998-10-02 04:00","1998","10","02","04:00"," ","0.1","","-2.4","","83","","13","","11","","24.1","","96.25","","","","","","Clear"
"1998-10-02 05:00","1998","10","02","05:00"," ","-1.3","","-2.7","","90","","12","","11","","24.1","","96.25","","","","-5","","Clear"
"1998-10-02 06:00","1998","10","02","06:00"," ","-0.3","","-1.8","","90","","13","","13","","24.1","","96.25","","","","-4","","Clear"
"1998-10-02 07:00","1998","10","02","07:00"," ","-0.4","","-1.7","","91","","12","","11","","24.1","","96.25","","","","-4","","Mainly Clear"
"1998-10-02 08:00","1998","10","02","08:00"," ","1.0","","-1.2","","85","","12","","13","","24.1","","96.25","","","","","","Mainly Clear"
"1998-10-02 09:00","1998","10","02","09:00"," ","3.7","","-0.4","","75","","13","","22","","24.1","","96.25","","","","","","Mainly Clear"
"1998-10-02 10:00","1998","10","02","10:00"," ","6.2","","-0.3","","63","","13","","22","","24.1","","96.25","","","","","","Mainly Clear"
"1998-10-02 11:00","1998","10","02","11:00"," ","7.8","","-1.1","","53","","14","","28","","24.1","","96.25","","","","","","Mainly Clear"
"1998-10-02 12:00","1998","10","02","12:00"," ","9.2","","-1.7","","46","","14","","22","","24.1","","96.22","","","","","","Mainly Clear"
"1998-10-02 13:00","1998","10","02","13:00"," ","10.1","","-1.8","","43","","14","","28","","24.1","","96.15","","","","","","Mostly Cloudy"
"1998-10-02 14:00","1998","10","02","14:00"," ","10.5","","-3.4","","37","","14","","28","","24.1","","96.09","","","","","","Mostly Cloudy"
"1998-10-02 15:00","1998","10","02","15:00"," ","10.0","","-3.2","","39","","13","","24","","24.1","","96.02","","","","","","Mostly Cloudy"
"1998-10-02 16:00","1998","10","02","16:00"," ","9.8","","-3.9","","38","","13","","26","","24.1","","96.02","","","","","","Mostly Cloudy"
"1998-10-02 17:00","1998","10","02","17:00"," ","9.4","","-5.8","","34","","13","","24","","24.1","","95.99","","","","","","Mostly Cloudy"
"1998-10-02 18:00","1998","10","02","18:00"," ","8.2","","-5.4","","38","","12","","24","","24.1","","95.99","","","","","","Mostly Cloudy"
"1998-10-02 19:00","1998","10","02","19:00"," ","6.2","","-5.1","","44","","12","","17","","24.1","","95.96","","","","","","Mostly Cloudy"
"1998-10-02 20:00","1998","10","02","20:00"," ","5.4","","-3.5","","53","","12","","17","","24.1","","95.99","","","","","","Mostly Cloudy"
"1998-10-02 21:00","1998","10","02","21:00"," ","5.4","","-2.1","","58","","12","","22","","24.1","","96.02","","","","","","Mostly Cloudy"
"1998-10-02 22:00","1998","10","02","22:00"," ","5.0","","-1.4","","63","","13","","22","","24.1","","96.02","","","","","","Mostly Cloudy"
"1998-10-02 23:00","1998","10","02","23:00"," ","4.5","","-1.3","","66","","13","","19","","24.1","","96.02","","","","","","Mostly Cloudy"
"1998-10-03 00:00","1998","10","03","00:00"," ","4.3","","-1.7","","65","","13","","17","","24.1","","96.06","","","","","","Mostly Cloudy"
"1998-10-03 01:00","1998","10","03","01:00"," ","4.2","","-2.2","","63","","13","","19","","24.1","","96.06","","","","","","Mainly Clear"
"1998-10-03 02:00","1998","10","03","02:00"," ","3.5","","-2.1","","67","","15","","20","","24.1","","96.09","","","","","","Mainly Clear"
"1998-10-03 03:00","1998","10","03","03:00"," ","2.5","","-1.9","","73","","15","","19","","24.1","","96.06","","","","","","Mainly Clear"
"1998-10-03 04:00","1998","10","03","04:00"," ","2.0","","-1.9","","75","","15","","17","","24.1","","96.06","","","","","","Clear"
"1998-10-03 05:00","1998","10","03","05:00"," ","1.0","","-1.9","","81","","15","","11","","24.1","","96.06","","","","","","Clear"
"1998-10-03 06:00","1998","10","03","06:00"," ","-0.1","","-2.1","","86","","14","","11","","24.1","","96.06","","","","-4","","Mainly Clear"
"1998-10-03 07:00","1998","10","03","07:00"," ","-0.3","","-2.0","","88","","14","","11","","24.1","","96.06","","","","-4","","Mostly Cloudy"
"1998-10-03 08:00","1998","10","03","08:00"," ","1.4","","-1.1","","83","","14","","11","","24.1","","96.06","","","","","","Cloudy"
"1998-10-03 09:00","1998","10","03","09:00"," ","4.5","","-0.5","","70","","15","","19","","24.1","","96.09","","","","","","Cloudy"
"1998-10-03 10:00","1998","10","03","10:00"," ","7.5","","0.4","","61","","15","","28","","24.1","","96.09","","","","","","Cloudy"
"1998-10-03 11:00","1998","10","03","11:00"," ","9.1","","-0.6","","51","","16","","35","","24.1","","96.09","","","","","","Cloudy"
"1998-10-03 12:00","1998","10","03","12:00"," ","9.9","","-0.5","","48","","15","","32","","24.1","","96.06","","","","","","Cloudy"
"1998-10-03 13:00","1998","10","03","13:00"," ","10.1","","-0.6","","47","","16","","30","","24.1","","95.99","","","","","","Cloudy"
"1998-10-03 14:00","1998","10","03","14:00"," ","10.4","","0.2","","49","","15","","26","","24.1","","95.96","","","","","","Cloudy"
"1998-10-03 15:00","1998","10","03","15:00"," ","10.0","","-0.1","","49","","15","","24","","24.1","","95.96","","","","","","Cloudy"
"1998-10-03 16:00","1998","10","03","16:00"," ","10.3","","0.1","","49","","14","","28","","24.1","","95.93","","","","","","Cloudy"
"1998-10-03 17:00","1998","10","03","17:00"," ","10.7","","0.1","","48","","14","","24","","24.1","","95.93","","","","","","Cloudy"
"1998-10-03 18:00","1998","10","03","18:00"," ","10.6","","0.7","","50","","15","","15","","24.1","","95.93","","","","","","Cloudy"
"1998-10-03 19:00","1998","10","03","19:00"," ","9.0","","2.6","","64","","15","","22","","24.1","","95.96","","","","","","Rain"
"1998-10-03 20:00","1998","10","03","20:00"," ","7.7","","3.3","","74","","18","","13","","19.3","","95.96","","","","","","Rain"
"1998-10-03 21:00","1998","10","03","21:00"," ","7.6","","3.3","","74","","19","","11","","24.1","","95.96","","","","","","Rain"
"1998-10-03 22:00","1998","10","03","22:00"," ","7.7","","3.4","","74","","18","","11","","24.1","","95.96","","","","","","Rain"
"1998-10-03 23:00","1998","10","03","23:00"," ","6.7","","4.3","","85","","18","","4","","24.1","","95.96","","","","","","Rain"
"1998-10-04 00:00","1998","10","04","00:00"," ","6.6","","4.2","","85","","15","","4","","24.1","","95.96","","","","","","Rain"
"1998-10-04 01:00","1998","10","04","01:00"," ","6.9","","4.2","","83","","12","","9","","24.1","","95.93","","","","","","Rain"
