"Station Name","YORKTON"
"Province","SASKATCHEWAN"
"Latitude","51.26"
"Longitude","-102.46"
"Elevation","498.30"
"Climate Identifier","4019075"
"WMO Identifier","71292"
"TC Identifier","YQV"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"x","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (degC)","Temp Flag","Dew Point Temp (degC)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2012-02-01 00:00","2012","02","01","00:00","x","-6.3","","","M","","M","16","","8","","16.1","","95.09","","","","-10","","NA"
"2012-02-01 01:00","2012","02","01","01:00","x","-5.9","","","M","","M","16","","8","","16.1","","95.10","","","","-10","","NA"
"2012-02-01 02:00","2012","02","01","02:00","x","-5.7","","","M","","M","16","","9","","14.5","","95.09","","","","-10","","NA"
"2012-02-01 03:00","2012","02","01","03:00","x","-5.7","","","M","","M","19","","9","","9.7","","95.10","","","","-10","","NA"
"2012-02-01 04:00","2012","02","01","04:00","x","-8.6","","","M","","M","7","","5","","6.4","","95.09","","","","-11","","NA"
"2012-02-01 05:00","2012","02","01","05:00","x","-7.7","","","M","","M","","","0","","8.1","","95.14","","","","","","NA"
"2012-02-01 06:00","2012","02","01","06:00","x","-6.5","","","M","","M","33","","9","","8.1","","95.19","","","","-11","","NA"
"2012-02-01 07:00","2012","02","01","07:00","x","-7.1","","","M","","M","","","0","","8.1","","95.23","","","","","","NA"
"2012-02-01 08:00","2012","02","01","08:00","x","-7.3","","","M","","M","28","","9","","8.1","","95.31","","","","-12","","NA"
"2012-02-01 09:00","2012","02","01","09:00","x","-6.6","","","M","","M","24","","5","","11.3","","95.33","","","","-9","","NA"
"2012-02-01 10:00","2012","02","01","10:00","x","-3.3","","","M","","M","26","","15","","16.1","","95.40","","","","-8","","NA"
"2012-02-01 11:00","2012","02","01","11:00","x","-2.2","","","M","","M","25","","8","","16.1","","95.43","","","","-5","","NA"
"2012-02-01 12:00","2012","02","01","12:00","x","0.1","","0.1","","100","","29","","5","","16.1","","95.48","","","","","","NA"
"2012-02-01 13:00","2012","02","01","13:00","x","0.8","","-1.0","","88","","28","","8","","16.1","","95.51","","","","","","NA"
"2012-02-01 14:00","2012","02","01","14:00","x","1.4","","-0.9","","85","","25","","4","","16.1","","95.48","","","","","","NA"
"2012-02-01 15:00","2012","02","01","15:00","x","3.0","","-0.6","","77","","23","","8","","16.1","","95.51","","","","","","NA"
"2012-02-01 16:00","2012","02","01","16:00","x","2.8","","-0.7","","78","","24","","11","","16.1","","95.55","","","","","","NA"
"2012-02-01 17:00","2012","02","01","17:00","x","1.0","","-1.1","","86","","23","","13","","16.1","","95.58","","","","","","NA"
"2012-02-01 18:00","2012","02","01","18:00","x","-0.2","","-1.5","","91","","23","","13","","16.1","","95.64","","","","-4","","NA"
"2012-02-01 19:00","2012","02","01","19:00","x","-1.0","","-1.6","","96","","24","","15","","16.1","","95.67","","","","-6","","NA"
"2012-02-01 20:00","2012","02","01","20:00","x","-2.9","","","M","","M","","","0","","16.1","","95.73","","","","","","NA"
"2012-02-01 21:00","2012","02","01","21:00","x","-4.4","","","M","","M","16","","8","","16.1","","95.75","","","","-8","","NA"
"2012-02-01 22:00","2012","02","01","22:00","x","-4.6","","","M","","M","16","","8","","16.1","","95.79","","","","-8","","NA"
"2012-02-01 23:00","2012","02","01","23:00","x","-5.2","","","M","","M","20","","9","","12.9","","95.81","","","","-9","","NA"
"2012-02-02 00:00","2012","02","02","00:00","x","-4.9","","","M","","M","18","","9","","11.3","","95.85","","","","-9","","NA"
"2012-02-02 01:00","2012","02","02","01:00","x","-5.6","","","M","","M","20","","15","","8.1","","95.88","","","","-11","","NA"
"2012-02-02 02:00","2012","02","02","02:00","x","-5.4","","","M","","M","19","","15","","9.7","","95.90","","","","-11","","NA"
"2012-02-02 03:00","2012","02","02","03:00","x","-6.2","","","M","","M","18","","13","","8.1","","95.92","","","","-12","","NA"
"2012-02-02 04:00","2012","02","02","04:00","x","-6.3","","","M","","M","18","","8","","8.1","","95.94","","","","-10","","NA"
"2012-02-02 05:00","2012","02","02","05:00","x","-6.0","","","M","","M","13","","4","","11.3","","96.00","","","","-8","","NA"
"2012-02-02 06:00","2012","02","02","06:00","x","-5.2","","","M","","M","17","","11","","9.7","","96.03","","","","-10","","NA"
"2012-02-02 07:00","2012","02","02","07:00","x","-4.7","","","M","","M","15","","8","","9.7","","96.06","","","","-8","","NA"
"2012-02-02 08:00","2012","02","02","08:00","x","-4.0","","","M","","M","17","","8","","14.5","","96.11","","","","-7","","NA"
"2012-02-02 09:00","2012","02","02","09:00","x","-3.2","","","M","","M","15","","11","","16.1","","96.15","","","","-7","","NA"
"2012-02-02 10:00","2012","02","02","10:00","x","-3.4","","","M","","M","11","","9","","16.1","","96.21","","","","-7","","NA"
"2012-02-02 11:00","2012","02","02","11:00","x","-2.4","","","M","","M","12","","11","","16.1","","96.27","","","","-6","","NA"
"2012-02-02 12:00","2012","02","02","12:00","x","-1.2","","-1.9","","95","","14","","11","","16.1","","96.33","","","","-5","","NA"
"2012-02-02 13:00","2012","02","02","13:00","x","-1.0","","-3.1","","86","","15","","5","","16.1","","96.37","","","","-3","","NA"
"2012-02-02 14:00","2012","02","02","14:00","x","-1.0","","-2.4","","90","","9","","5","","16.1","","96.40","","","","-3","","NA"
"2012-02-02 15:00","2012","02","02","15:00","x","-2.1","","-2.9","","94","","5","","4","","16.1","","96.45","","","","-4","","NA"
"2012-02-02 16:00","2012","02","02","16:00","x","-2.2","","-2.9","","95","","36","","4","","16.1","","96.53","","","","-4","","NA"
"2012-02-02 17:00","2012","02","02","17:00","x","-2.7","","-3.8","","92","","1","","8","","16.1","","96.60","","","","-6","","NA"
"2012-02-02 18:00","2012","02","02","18:00","x","-3.0","","-3.1","","99","","","","0","","16.1","","96.65","","","","","","NA"
"2012-02-02 19:00","2012","02","02","19:00","x","-5.2","","","M","","M","16","","4","","16.1","","96.69","","","","-7","","NA"
"2012-02-02 20:00","2012","02","02","20:00","x","-5.8","","","M","","M","","","0","","2.4","","96.79","","","","","","NA"
"2012-02-02 21:00","2012","02","02","21:00","x","-7.5","","","M","","M","","","0","","2.0","","96.85","","","","","","NA"
"2012-02-02 22:00","2012","02","02","22:00","x","-8.9","","","M","","M","","","0","","0.2","","96.89","","","","","","NA"
"2012-02-02 23:00","2012","02","02","23:00","x","-9.9","","","M","","M","28","","9","","0.8","","96.97","","","","-15","","NA"
"2012-02-03 00:00","2012","02","03","00:00","x","-9.7","","","M","","M","","","0","","0.2","","97.04","","","","","","NA"
"2012-02-03 01:00","2012","02","03","01:00","x","-11.5","","","M","","M","24","","5","","1.2","","97.06","","","","-15","","NA"
"2012-02-03 02:00","2012","02","03","02:00","x","-7.5","","","M","","M","26","","15","","3.2","","97.05","","","","-14","","NA"
"2012-02-03 03:00","2012","02","03","03:00","x","-7.3","","","M","","M","23","","11","","4.8","","97.07","","","","-12","","NA"
"2012-02-03 04:00","2012","02","03","04:00","x","-9.4","","","M","","M","20","","13","","3.2","","97.09","","","","-15","","NA"
"2012-02-03 05:00","2012","02","03","05:00","x","-12.7","","","M","","M","","M","4","","6.4","","97.16","","","","-15","","NA"
"2012-02-03 06:00","2012","02","03","06:00","x","-13.8","","","M","","M","","","0","","9.7","","97.20","","","","","","NA"
"2012-02-03 07:00","2012","02","03","07:00","x","-10.2","","","M","","M","31","","5","","4.8","","97.27","","","","-13","","NA"
"2012-02-03 08:00","2012","02","03","08:00","x","-12.5","","","M","","M","18","","8","","6.4","","97.25","","","","-17","","NA"
"2012-02-03 09:00","2012","02","03","09:00","x","-12.2","","","M","","M","19","","8","","8.1","","97.27","","","","-17","","NA"
"2012-02-03 10:00","2012","02","03","10:00","x","-9.9","","","M","","M","17","","5","","4.8","","97.24","","","","-13","","NA"
"2012-02-03 11:00","2012","02","03","11:00","x","-6.3","","","M","","M","18","","8","","12.9","","97.25","","","","-10","","NA"
"2012-02-03 12:00","2012","02","03","12:00","x","-5.2","","","M","","M","20","","15","","14.5","","97.25","","","","-11","","NA"
"2012-02-03 13:00","2012","02","03","13:00","x","-3.6","","","M","","M","20","","9","","14.5","","97.22","","","","-7","","NA"
"2012-02-03 14:00","2012","02","03","14:00","x","-1.8","","","M","","M","20","","17","","16.1","","97.15","","","","-7","","NA"
"2012-02-03 15:00","2012","02","03","15:00","x","-0.1","","-0.1","","100","","22","","11","","16.1","","97.13","","","","-4","","NA"
"2012-02-03 16:00","2012","02","03","16:00","x","0.8","","-2.1","","81","","23","","17","","16.1","","97.10","","","","","","NA"
"2012-02-03 17:00","2012","02","03","17:00","x","-0.4","","-3.1","","82","","23","","15","","16.1","","97.08","","","","-5","","NA"
"2012-02-03 18:00","2012","02","03","18:00","x","-2.0","","-3.6","","89","","23","","18","","16.1","","97.06","","","","-7","","NA"
"2012-02-03 19:00","2012","02","03","19:00","x","-2.6","","-4.5","","87","","23","","11","","16.1","","97.07","","","","-7","","NA"
"2012-02-03 20:00","2012","02","03","20:00","x","-4.2","","-5.2","","93","","22","","13","","16.1","","97.04","","","","-9","","NA"
"2012-02-03 21:00","2012","02","03","21:00","x","-5.2","","-5.2","","100","","21","","15","","16.1","","97.00","","","","-11","","NA"
"2012-02-03 22:00","2012","02","03","22:00","x","-6.2","","","M","","M","20","","18","","12.9","","96.96","","","","-13","","NA"
"2012-02-03 23:00","2012","02","03","23:00","x","-6.9","","","M","","M","20","","15","","11.3","","96.94","","","","-13","","NA"
"2012-02-04 00:00","2012","02","04","00:00","x","-5.2","","","M","","M","22","","17","","16.1","","96.96","","","","-11","","NA"
"2012-02-04 01:00","2012","02","04","01:00","x","-4.4","","","M","","M","24","","22","","16.1","","96.93","","","","-11","","NA"
"2012-02-04 02:00","2012","02","04","02:00","x","-4.6","","-5.4","","94","","23","","17","","16.1","","96.89","","","","-10","","NA"
"2012-02-04 03:00","2012","02","04","03:00","x","-4.7","","-5.5","","94","","23","","17","","16.1","","96.91","","","","-11","","NA"
"2012-02-04 04:00","2012","02","04","04:00","x","-7.3","","-7.4","","99","","21","","21","","16.1","","96.90","","","","-15","","NA"
"2012-02-04 05:00","2012","02","04","05:00","x","-5.5","","-6.7","","91","","23","","18","","16.1","","96.91","","","","-12","","NA"
"2012-02-04 06:00","2012","02","04","06:00","x","-5.0","","-6.4","","90","","23","","21","","16.1","","96.94","","","","-12","","NA"
"2012-02-04 07:00","2012","02","04","07:00","x","-6.4","","-7.6","","91","","22","","13","","16.1","","96.96","","","","-12","","NA"
