"Station Name","YORKTON"
"Province","SASKATCHEWAN"
"Latitude","51.26"
"Longitude","-102.46"
"Elevation","498.30"
"Climate Identifier","4019075"
"WMO Identifier","71292"
"TC Identifier","YQV"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"x","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (degC)","Temp Flag","Dew Point Temp (degC)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2012-08-01 00:00","2012","08","01","00:00","x","17.0","","","M","","M","27","","15","","16.1","","95.34","","","","","","NA"
"2012-08-01 01:00","2012","08","01","01:00","x","15.7","","","M","","M","28","","5","","16.1","","95.34","","","","","","NA"
"2012-08-01 02:00","2012","08","01","02:00","x","15.9","","","M","","M","27","","13","","16.1","","95.38","","","","","","NA"
"2012-08-01 03:00","2012","08","01","03:00","x","15.9","","","M","","M","26","","13","","16.1","","95.34","","","","","","NA"
"2012-08-01 04:00","2012","08","01","04:00","x","15.8","","","M","","M","25","","11","","16.1","","95.37","","","","","","NA"
"2012-08-01 05:00","2012","08","01","05:00","x","15.0","","","M","","M","","M","4","","16.1","","95.38","","","","","","NA"
"2012-08-01 06:00","2012","08","01","06:00","x","15.2","","","M","","M","22","","9","","16.1","","95.40","","","","","","NA"
"2012-08-01 07:00","2012","08","01","07:00","x","17.4","","","M","","M","25","","5","","16.1","","95.46","","","","","","NA"
"2012-08-01 08:00","2012","08","01","08:00","x","19.2","","","M","","M","5","","5","","16.1","","95.44","","","","","","NA"
"2012-08-01 09:00","2012","08","01","09:00","x","20.3","","20.3","","100","","29","","5","","11.3","","95.41","","28","","","","NA"
"2012-08-01 10:00","2012","08","01","10:00","x","21.3","","20.9","","98","","33","","8","","16.1","","95.40","","30","","","","NA"
"2012-08-01 11:00","2012","08","01","11:00","x","22.0","","17.5","","75","","28","","17","","16.1","","95.45","","28","","","","NA"
"2012-08-01 12:00","2012","08","01","12:00","x","21.5","","17.3","","77","","28","","21","","16.1","","95.49","","27","","","","NA"
"2012-08-01 13:00","2012","08","01","13:00","x","22.6","","18.0","","75","","26","","15","","16.1","","95.47","","29","","","","NA"
"2012-08-01 14:00","2012","08","01","14:00","x","23.8","","16.9","","65","","26","","18","","16.1","","95.41","","29","","","","NA"
"2012-08-01 15:00","2012","08","01","15:00","x","21.0","","15.3","","70","","31","","32","","16.1","","95.41","","25","","","","NA"
"2012-08-01 16:00","2012","08","01","16:00","x","17.9","","16.5","","91","","27","","11","","16.1","","95.42","","","","","","NA"
"2012-08-01 17:00","2012","08","01","17:00","x","21.0","","16.4","","75","","32","","15","","16.1","","95.41","","26","","","","NA"
"2012-08-01 18:00","2012","08","01","18:00","x","21.9","","16.3","","70","","30","","18","","16.1","","95.39","","27","","","","NA"
"2012-08-01 19:00","2012","08","01","19:00","x","21.5","","16.7","","74","","30","","17","","16.1","","95.41","","27","","","","NA"
"2012-08-01 20:00","2012","08","01","20:00","x","19.4","","16.3","","82","","30","","8","","16.1","","95.43","","","","","","NA"
"2012-08-01 21:00","2012","08","01","21:00","x","18.2","","14.7","","80","","25","","9","","16.1","","95.45","","","","","","NA"
"2012-08-01 22:00","2012","08","01","22:00","x","16.2","","14.5","","89","","","M","5","","16.1","","95.47","","","","","","NA"
"2012-08-01 23:00","2012","08","01","23:00","x","17.0","","14.7","","86","","24","","9","","16.1","","95.46","","","","","","NA"
"2012-08-02 00:00","2012","08","02","00:00","x","16.1","","14.7","","91","","23","","4","","16.1","","95.44","","","","","","NA"
"2012-08-02 01:00","2012","08","02","01:00","x","14.0","","","M","","M","23","","8","","16.1","","95.45","","","","","","NA"
"2012-08-02 02:00","2012","08","02","02:00","x","13.7","","","M","","M","23","","5","","16.1","","95.43","","","","","","NA"
"2012-08-02 03:00","2012","08","02","03:00","x","12.8","","","M","","M","19","","8","","16.1","","95.40","","","","","","NA"
"2012-08-02 04:00","2012","08","02","04:00","x","12.9","","","M","","M","21","","5","","16.1","","95.40","","","","","","NA"
"2012-08-02 05:00","2012","08","02","05:00","x","12.3","","","M","","M","20","","11","","16.1","","95.41","","","","","","NA"
"2012-08-02 06:00","2012","08","02","06:00","x","11.5","","","M","","M","24","","5","","11.3","","95.44","","","","","","NA"
"2012-08-02 07:00","2012","08","02","07:00","x","15.6","","","M","","M","23","","5","","16.1","","95.42","","","","","","NA"
"2012-08-02 08:00","2012","08","02","08:00","x","17.5","","","M","","M","26","","8","","16.1","","95.41","","","","","","NA"
"2012-08-02 09:00","2012","08","02","09:00","x","20.4","","16.1","","76","","24","","9","","16.1","","95.40","","25","","","","NA"
"2012-08-02 10:00","2012","08","02","10:00","x","22.1","","15.8","","67","","27","","8","","16.1","","95.40","","27","","","","NA"
"2012-08-02 11:00","2012","08","02","11:00","x","23.4","","15.3","","60","","26","","11","","16.1","","95.37","","28","","","","NA"
"2012-08-02 12:00","2012","08","02","12:00","x","23.3","","13.9","","55","","31","","8","","16.1","","95.37","","27","","","","NA"
"2012-08-02 13:00","2012","08","02","13:00","x","24.4","","12.9","","48","","18","","9","","16.1","","95.34","","27","","","","NA"
"2012-08-02 14:00","2012","08","02","14:00","x","24.6","","13.1","","48","","","M","5","","16.1","","95.29","","27","","","","NA"
"2012-08-02 15:00","2012","08","02","15:00","x","25.1","","13.2","","47","","14","","5","","16.1","","95.27","","28","","","","NA"
"2012-08-02 16:00","2012","08","02","16:00","x","25.3","","13.3","","47","","12","","13","","16.1","","95.22","","28","","","","NA"
"2012-08-02 17:00","2012","08","02","17:00","x","25.3","","13.0","","46","","15","","13","","16.1","","95.12","","28","","","","NA"
"2012-08-02 18:00","2012","08","02","18:00","x","23.5","","13.9","","54","","15","","13","","16.1","","95.14","","27","","","","NA"
"2012-08-02 19:00","2012","08","02","19:00","x","21.6","","16.2","","71","","14","","9","","16.1","","95.13","","26","","","","NA"
"2012-08-02 20:00","2012","08","02","20:00","x","20.5","","17.0","","80","","27","","8","","16.1","","95.20","","26","","","","NA"
"2012-08-02 21:00","2012","08","02","21:00","x","19.9","","17.6","","87","","24","","15","","16.1","","95.29","","","","","","NA"
"2012-08-02 22:00","2012","08","02","22:00","x","16.7","","","M","","M","23","","18","","12.9","","95.31","","","","","","NA"
"2012-08-02 23:00","2012","08","02","23:00","x","16.2","","","M","","M","17","","21","","16.1","","95.13","","","","","","NA"
"2012-08-03 00:00","2012","08","03","00:00","x","16.0","","","M","","M","15","","21","","16.1","","95.04","","","","","","NA"
"2012-08-03 01:00","2012","08","03","01:00","x","15.9","","","M","","M","14","","5","","16.1","","95.03","","","","","","NA"
"2012-08-03 02:00","2012","08","03","02:00","x","15.9","","","M","","M","16","","5","","16.1","","95.01","","","","","","NA"
"2012-08-03 03:00","2012","08","03","03:00","x","16.0","","","M","","M","20","","5","","16.1","","95.02","","","","","","NA"
"2012-08-03 04:00","2012","08","03","04:00","x","14.8","","","M","","M","25","","5","","16.1","","95.02","","","","","","NA"
"2012-08-03 05:00","2012","08","03","05:00","x","15.6","","","M","","M","25","","5","","16.1","","95.03","","","","","","NA"
"2012-08-03 06:00","2012","08","03","06:00","x","15.9","","","M","","M","","M","4","","16.1","","95.03","","","","","","NA"
"2012-08-03 07:00","2012","08","03","07:00","x","16.7","","","M","","M","19","","8","","16.1","","95.01","","","","","","NA"
"2012-08-03 08:00","2012","08","03","08:00","x","16.5","","","M","","M","29","","21","","16.1","","94.98","","","","","","NA"
"2012-08-03 09:00","2012","08","03","09:00","x","16.6","","16.6","","100","","29","","17","","16.1","","94.99","","","","","","NA"
"2012-08-03 10:00","2012","08","03","10:00","x","18.4","","15.2","","82","","30","","11","","16.1","","94.99","","","","","","NA"
"2012-08-03 11:00","2012","08","03","11:00","x","18.6","","15.1","","80","","26","","8","","16.1","","95.01","","","","","","NA"
"2012-08-03 12:00","2012","08","03","12:00","x","18.7","","15.3","","80","","24","","13","","16.1","","95.01","","","","","","NA"
"2012-08-03 13:00","2012","08","03","13:00","x","19.1","","14.5","","74","","26","","18","","16.1","","95.01","","","","","","NA"
"2012-08-03 14:00","2012","08","03","14:00","x","19.2","","14.6","","74","","25","","11","","16.1","","95.02","","","","","","NA"
"2012-08-03 15:00","2012","08","03","15:00","x","18.9","","15.0","","78","","27","","17","","16.1","","95.00","","","","","","NA"
"2012-08-03 16:00","2012","08","03","16:00","x","18.6","","14.6","","77","","24","","17","","16.1","","94.99","","","","","","NA"
"2012-08-03 17:00","2012","08","03","17:00","x","18.9","","14.9","","77","","25","","13","","16.1","","94.97","","","","","","NA"
"2012-08-03 18:00","2012","08","03","18:00","x","18.5","","14.8","","79","","26","","8","","16.1","","94.99","","","","","","NA"
"2012-08-03 19:00","2012","08","03","19:00","x","17.6","","15.7","","89","","25","","8","","16.1","","94.99","","","","","","NA"
"2012-08-03 20:00","2012","08","03","20:00","x","16.6","","15.6","","94","","23","","5","","16.1","","94.94","","","","","","NA"
"2012-08-03 21:00","2012","08","03","21:00","x","15.1","","","M","","M","33","","17","","16.1","","94.96","","","","","","NA"
"2012-08-03 22:00","2012","08","03","22:00","x","14.5","","","M","","M","3","","35","","16.1","","95.04","","","","","","NA"
"2012-08-03 23:00","2012","08","03","23:00","x","13.7","","","M","","M","3","","26","","8.1","","95.09","","","","","","NA"
"2012-08-04 00:00","2012","08","04","00:00","x","13.4","","","M","","M","2","","24","","6.4","","95.13","","","","","","NA"
"2012-08-04 01:00","2012","08","04","01:00","x","12.9","","","M","","M","1","","26","","11.3","","95.19","","","","","","NA"
"2012-08-04 02:00","2012","08","04","02:00","x","12.6","","","M","","M","36","","28","","16.1","","95.23","","","","","","NA"
"2012-08-04 03:00","2012","08","04","03:00","x","12.3","","","M","","M","36","","26","","16.1","","95.27","","","","","","NA"
"2012-08-04 04:00","2012","08","04","04:00","x","12.2","","","M","","M","35","","24","","16.1","","95.36","","","","","","NA"
"2012-08-04 05:00","2012","08","04","05:00","x","11.5","","","M","","M","35","","22","","16.1","","95.44","","","","","","NA"
"2012-08-04 06:00","2012","08","04","06:00","x","10.7","","","M","","M","36","","22","","16.1","","95.52","","","","","","NA"
"2012-08-04 07:00","2012","08","04","07:00","x","11.5","","","M","","M","35","","24","","16.1","","95.62","","","","","","NA"
"2012-08-04 08:00","2012","08","04","08:00","x","12.9","","","M","","M","35","","30","","16.1","","95.71","","","","","","NA"
"2012-08-04 09:00","2012","08","04","09:00","x","15.0","","12.4","","84","","36","","22","","16.1","","95.77","","","","","","NA"
"2012-08-04 10:00","2012","08","04","10:00","x","15.9","","11.1","","73","","36","","26","","16.1","","95.82","","","","","","NA"
"2012-08-04 11:00","2012","08","04","11:00","x","16.8","","10.2","","65","","36","","28","","16.1","","95.86","","","","","","NA"
"2012-08-04 12:00","2012","08","04","12:00","x","17.0","","10.1","","64","","36","","22","","16.1","","95.87","","","","","","NA"
"2012-08-04 13:00","2012","08","04","13:00","x","18.2","","10.9","","62","","35","","11","","16.1","","95.90","","","","","","NA"
"2012-08-04 14:00","2012","08","04","14:00","x","18.4","","10.9","","61","","35","","15","","16.1","","95.90","","","","","","NA"
"2012-08-04 15:00","2012","08","04","15:00","x","18.9","","9.7","","55","","31","","15","","16.1","","95.90","","","","","","NA"
"2012-08-04 16:00","2012","08","04","16:00","x","19.4","","9.8","","53","","36","","13","","16.1","","95.89","","","","","","NA"
"2012-08-04 17:00","2012","08","04","17:00","x","19.3","","11.2","","59","","30","","15","","16.1","","95.90","","","","","","NA"
"2012-08-04 18:00","2012","08","04","18:00","x","20.5","","10.7","","53","","30","","17","","16.1","","95.88","","","","","","NA"
"2012-08-04 19:00","2012","08","04","19:00","x","19.4","","11.4","","59","","28","","11","","16.1","","95.86","","","","","","NA"
"2012-08-04 20:00","2012","08","04","20:00","x","16.6","","12.6","","77","","27","","9","","16.1","","95.84","","","","","","NA"
"2012-08-04 21:00","2012","08","04","21:00","x","16.3","","12.0","","76","","24","","11","","16.1","","95.84","","","","","","NA"
"2012-08-04 22:00","2012","08","04","22:00","x","15.5","","11.9","","79","","22","","9","","16.1","","95.85","","","","","","NA"
"2012-08-04 23:00","2012","08","04","23:00","x","14.3","","11.8","","85","","22","","13","","16.1","","95.85","","","","","","NA"
"2012-08-05 00:00","2012","08","05","00:00","x","12.8","","12.8","","100","","21","","13","","16.1","","95.82","","","","","","NA"
"2012-08-05 01:00","2012","08","05","01:00","x","12.7","","12.2","","97","","21","","17","","16.1","","95.78","","","","","","NA"
"2012-08-05 02:00","2012","08","05","02:00","x","12.7","","12.1","","96","","21","","18","","16.1","","95.72","","","","","","NA"
"2012-08-05 03:00","2012","08","05","03:00","x","12.6","","12.0","","96","","21","","18","","16.1","","95.67","","","","","","NA"
"2012-08-05 04:00","2012","08","05","04:00","x","12.7","","11.5","","92","","22","","18","","16.1","","95.64","","","","","","NA"
"2012-08-05 05:00","2012","08","05","05:00","x","12.6","","11.4","","92","","22","","18","","16.1","","95.61","","","","","","NA"
"2012-08-05 06:00","2012","08","05","06:00","x","14.1","","11.6","","85","","22","","22","","16.1","","95.58","","","","","","NA"
